time	overlap	overlapHigh	overlapLow	MTlimit	MTlimitHigh	MTlimitLow	MLlimit	MLlimitHigh	MLlimitLow
0	1	1	1	1	1	1	1	1	1
0.0297	0.999962947073333	0.999965029823866	0.999960864322799	0.999962944006821	0.999964935918292	0.99996089707055	0.99559081483281	0.995814630236537	0.995367016160042
0.0594	0.999851799993443	0.999860128354691	0.999843471632195	0.999851778773578	0.999859746132147	0.999843591340278	0.991188113784153	0.991635102841682	0.990741191591403
0.0891	0.999666593855687	0.999685322782123	0.999647864929251	0.999666512538947	0.999684438018333	0.99964809198318	0.986791891132247	0.98746141292182	0.986122519655635
0.1188	0.999407387135708	0.999440658388662	0.999374115882755	0.999407159033376	0.999439023870884	0.99937441428845	0.982402141158917	0.983293555586261	0.98151099371869
0.1485	0.999074261664524	0.999126198584622	0.999022324744425	0.99907373747807	0.999123520900245	0.999022579659288	0.978018858149592	0.979131525947241	0.976906607150913
0.1782	0.99866732259363	0.998742024844979	0.998592620342281	0.998666272583561	0.998737951232059	0.998592615611224	0.973642036393304	0.974975319119925	0.97230935332704
0.2079	0.998186698350153	0.998288236689768	0.998085160010538	0.998184794547883	0.99828234190562	0.998084555769964	0.969271670182687	0.970824930222397	0.967719225626198
0.2376	0.99763254058202	0.997764951711191	0.997500129452849	0.997629339054329	0.997756724871971	0.997498439868765	0.964907753813975	0.966680354375668	0.963136217431905
0.2673	0.997005024093172	0.997172305447756	0.996837742738587	0.996999947268809	0.997161136991672	0.996834313745325	0.960550281586997	0.962541586703666	0.958560322132059
0.297	0.9963043467688	0.996510451420992	0.996098242116608	0.996296665836799	0.996495620032204	0.996092229338198	0.956199247805182	0.958408622333242	0.953991533118946
0.3267	0.995530729490623	0.995779561072951	0.995281897908295	0.995519546879882	0.995760220665052	0.995272244682731	0.95185464677555	0.954281456394163	0.949429843789231
0.3564	0.994684416042187	0.994979823673004	0.994389008411369	0.994668647991887	0.994954990462422	0.99437442390653	0.947516472808715	0.950160084019114	0.944875247543958
0.3861	0.993765673004206	0.994111446325966	0.993419899682446	0.993744032234623	0.994079985893629	0.993398837224439	0.94318472021888	0.946044500343696	0.940327737788548
0.4158	0.992774789639929	0.993174653871967	0.992374925407891	0.992745768133199	0.993135268321137	0.992345560933052	0.93885938332384	0.941934700506424	0.935787307932795
0.4455	0.991712077770542	0.99216968883712	0.991254466703964	0.99167392967095	0.992120903996253	0.991214677404747	0.934540456444975	0.937830679648726	0.931253951390868
0.4752	0.990577871640599	0.991096811361664	0.990058931919533	0.990528596283955	0.991036964054485	0.990006275081241	0.930227933907251	0.933732432914941	0.926727661581302
0.5049	0.98937252777349	0.989956299113901	0.98878875643308	0.989309852855144	0.98988352451055	0.988720448466676	0.925921810039216	0.929639955452318	0.922208431927003
0.5346	0.988096424816937	0.98874844720642	0.987444402427454	0.988017789708016	0.988660666253046	0.987357298120227	0.921622079173002	0.925553242411016	0.917696255855241
0.5643	0.98674996337852	0.987473568154787	0.986026358602254	0.986652502599936	0.987368475038776	0.985916930648237	0.917328735644322	0.921472288944102	0.913191126797647
0.594	0.985333565851245	0.986131991714958	0.984535139987533	0.985214092715043	0.986007041486735	0.984399458695881	0.913041773792464	0.917397090207546	0.908693038190216
0.6237	0.983847676229132	0.98472406485895	0.982971287599314	0.983702666656752	0.984576461071761	0.982805000938358	0.908761187960295	0.913327641360227	0.904201983473299
0.6534	0.98229275991284	0.983250151602599	0.981335368223082	0.982118336439849	0.983076834117828	0.981133682071604	0.904486972494257	0.909263937563924	0.899717956091606
0.6831	0.980669303505332	0.981710632971496	0.979627974039167	0.980461219482195	0.981508265791022	0.979385632802549	0.900219121744363	0.90520597398332	0.895240949494199
0.7128	0.978977814597553	0.980105906827414	0.977849722367692	0.978731438596019	0.979870866092158	0.977560989838886	0.895957630064201	0.901153745785998	0.890770957134492
0.7425	0.977218821544163	0.978436387804047	0.976001255284279	0.976929121978817	0.978164749849069	0.975659895878385	0.891702491810924	0.897107248142441	0.886307972470249
