time	overlap	overlapHigh	overlapLow	MTlimit	MTlimitHigh	MTlimitLow	MLlimit	MLlimitHigh	MLlimitLow
0	1	1	1	1	1	1	1	1	1
0.055	0.99997089368919	0.999972949179956	0.999968838198423	0.999970887111548	0.999972851810078	0.999968853783696	0.998021311138604	0.998205840948794	0.997836792688624
0.11	0.999883589219694	0.99989180837969	0.999875370059697	0.999883550141315	0.99989140871436	0.999875417074959	0.99604392769156	0.996412755156621	0.995675145649344
0.165	0.999738129974929	0.999756612624771	0.999719647325087	0.999737994174561	0.999755675134911	0.999719695694188	0.994067849142108	0.994620742238258	0.9935150582069
0.22	0.999534588242622	0.999567420245283	0.999501756239961	0.999534227686397	0.999565658441574	0.999501699341647	0.992093074973639	0.992829801808577	0.991356529686239
0.275	0.999273065187864	0.999324312892836	0.999221817482892	0.999272262541285	0.999321368951566	0.999221441596859	0.990119604669685	0.991039933482552	0.989199559412517
0.33	0.998953690815379	0.999027395552886	0.998879986077873	0.998952113992349	0.999022819928923	0.998878939917761	0.988147437713928	0.989251136875254	0.987044146711101
0.385	0.998576623921017	0.998676796416375	0.99847645142566	0.998573800680487	0.998670027583777	0.998474215639615	0.986176573590195	0.987463411601853	0.984890290907562
0.44	0.998142052032467	0.998272666976398	0.998011437088536	0.998137344633286	0.998263011071473	0.998007293973682	0.984207011782459	0.985676757277618	0.982737991327685
0.495	0.997650191339189	0.99781518189287	0.997485200785508	0.997642771263737	0.997801792491536	0.997478204005647	0.982238751774837	0.983891173517916	0.980587247297458
0.55	0.997101286611567	0.99730453901154	0.996898034211594	0.997090109368759	0.997286396886464	0.996886978693812	0.980271793051594	0.982106659938214	0.978438058143082
0.605	0.996495611109283	0.996740959272229	0.996250262946337	0.996479391127522	0.996716852240373	0.99623365486704	0.978306135097141	0.980323216154076	0.976290423190963
0.66	0.995833466478912	0.9961246866879	0.995542246269924	0.995810652099568	0.996093189477476	0.99551827322246	0.976341777396035	0.978540841781165	0.974144341767719
0.715	0.995115182640735	0.995455988254495	0.994774377026976	0.995083931222747	0.995415442460402	0.994740878322937	0.974378719432976	0.976759536435244	0.971999813200172
0.77	0.994341117664776	0.994735153923965	0.993947081405587	0.994299270810947	0.994683647988362	0.99390151859429	0.972416960692814	0.974979299732173	0.969856836815356
0.825	0.993511657636053	0.993962496520881	0.993060818751226	0.99345671655163	0.993897845795146	0.993000246322277	0.970456500660542	0.973200131287912	0.96771541194051
0.88	0.99262721650906	0.993138351621922	0.992116081396199	0.992556317503173	0.993058078546968	0.992037117649341	0.968497338821299	0.971422030718517	0.965575537903085
