time	overlap	overlapHigh	overlapLow	MTlimit	MTlimitHigh	MTlimitLow	MLlimit	MLlimitHigh	MLlimitLow
0	1	1	1	1	1	1	1	1	1
0.01815	0.999965214085045	0.999969464542455	0.999960963627635	0.999965202006015	0.999969207015607	0.999960952225189	0.991208643350328	0.991436260005054	0.990981044035215
0.0363	0.999860862579759	0.999877856745434	0.999843868414083	0.999860810445861	0.999876829958844	0.999843811950213	0.982443079616277	0.982896993864017	0.981989234604875
0.05445	0.999686964198728	0.999725172472452	0.999648755925005	0.99968683258477	0.999722874518842	0.999648588323206	0.973703263386008	0.974382159604521	0.973024522674842
0.0726	0.999443550119118	0.999511404909047	0.999375695329189	0.999443280530906	0.999507350177095	0.999375296590265	0.964989149304796	0.965891715305618	0.964086859274251
0.09075	0.999130663959943	0.999236544324634	0.999024783595251	0.999130171234513	0.999230270206879	0.999023958094258	0.956300692074972	0.957425619097726	0.955176195495436
0.1089	0.998748361753056	0.998900578493166	0.998596145012946	0.998747526486741	0.998891651672432	0.998594600273157	0.947637846455869	0.948983829162588	0.946292482493874
0.12705	0.998296711905844	0.998503492448325	0.998089931363362	0.998295372918132	0.998491515427904	0.998087256657898	0.939000567263765	0.940566303733215	0.937435671488118
0.1452	0.997775795155632	0.998045268720679	0.997506321590585	0.997773741996758	0.998029886116075	0.99750196686976	0.930388809371828	0.932173001093843	0.928605713759735
0.16335	0.997185704515804	0.997525887243623	0.996845521787984	0.997182670026039	0.997506792166832	0.996838776617269	0.921802527710059	0.923803879579882	0.919802560653243
0.1815	0.996526545213627	0.996945325707656	0.996107764719597	0.996522198142213	0.996922265795423	0.996097737692634	0.913241677265239	0.915458897577866	0.911026163576045
0.19965	0.995798434619788	0.996303559269792	0.995293309969784	0.995792372311473	0.996276343000471	0.995278907967696	0.90470621308087	0.907138013525406	0.902276473998371
0.2178	0.995001502169644	0.995600560980605	0.994402443358683	0.994993243326769	0.995569063561757	0.994382351389412	0.896196090257122	0.898841185911142	0.89355344345321
0.23595	0.994135889276177	0.994836301757062	0.993435476795292	0.994124866804272	0.99480047103777	0.993408137974863	0.887711263950778	0.890568373274691	0.884857023536249
0.2541	0.993201749234665	0.994010750579544	0.992392747889785	0.993187303179504	0.993970612763026	0.992356343805778	0.879251689375173	0.882319534206601	0.876187165905809
0.27225	0.992199247119056	0.993123874440376	0.991274619797735	0.992180617703131	0.99307953984515	0.991227051022603	0.870817321800148	0.874094627348302	0.867543822282785
0.2904	0.991128559670061	0.99217563879503	0.990081480545092	0.991104880436425	0.992127307161732	0.990020347818078	0.862408116551986	0.865893611392057	0.858926944450579
0.30855	0.989989875174951	0.991166007573336	0.988813742776567	0.989960166246383	0.991113973356943	0.988736328430353	0.854024029013361	0.857716445080914	0.850336484255038
0.3267	0.988783393339066	0.990094943201573	0.987471843476558	0.98874655480052	0.990039600837928	0.987375093135627	0.845665014623282	0.849563087208658	0.841772393604396
0.34485	0.987509325149033	0.988962407059652	0.986056243238413	0.987464130561323	0.988904255770958	0.98593674824032	0.837331028877037	0.841433496619759	0.833234624469204
0.363	0.986167892727698	0.987768359541977	0.98456742591342	0.986112982780375	0.987708008077361	0.984421406072766	0.82902202732614	0.833327632209328	0.824723128882271
0.38115	0.984759329180767	0.986512760232836	0.983005898128699	0.98469320549214	0.986450931429209	0.982829184974444	0.820737965578271	0.825245452923068	0.816237858938602
0.3993	0.983283878435151	0.985195568179448	0.981372188690854	0.983204897507422	0.985133103244785	0.981160209290738	0.812478799297226	0.817186917757223	0.807778766795334
0.41745	0.98174179506903	0.983816742221146	0.979666847916914	0.981648162406484	0.983754604683815	0.979414609361219	0.804244484202861	0.80915198575853	0.799345804671674
0.4356	0.980133344133626	0.982376241138941	0.977890447128311	0.980023108531845	0.982315520642468	0.977592521509474	0.796034976071033	0.801140616024175	0.790938924848837
0.45375	0.978458800966677	0.980874023796162	0.976043578137192	0.978329848980733	0.980815939748128	0.975694088032454	0.787850230733552	0.793152767701739	0.782558079669981
0.4719	0.976718450997636	0.979310049741244	0.974126852254027	0.976568501597222	0.979255954353939	0.973719457189367	0.779690204078119	0.785188399989154	0.774203221540148
0.49005	0.974912589544566	0.977684279181191	0.972140899907941	0.97473918896402	0.977635660533112	0.971668783190093	0.771554852048275	0.777247472134654	0.7658743029262
0.5082	0.973041521602756	0.975996673544197	0.970086369661316	0.97284203839395	0.975955158073011	0.969542226183144	0.763444130643345	0.769329943436724	0.757571276356757
0.52635	0.971105561625042	0.974247195559625	0.967963927690459	0.970877181921079	0.974214550469009	0.96733995224316	0.755357995918383	0.761435773244056	0.749294094422132
0.5445	0.969105033293838	0.972435809837306	0.965774256750369	0.968844756291535	0.972413944918111	0.965062133357933	0.74729640398412	0.753564920955498	0.741042709774276
0.56265	0.967040269284879	0.970562483121156	0.963518055448602	0.966744902953986	0.970553452312354	0.962708947414983	0.739259311006906	0.745717346020008	0.732817075126707
