"S(-7,5)","S_NAG(-7,5)"
-0.09892 ,0.03159 
0.01884 ,0.03159 
-0.09887 ,0.03159 
-0.02341 ,0.03159 
-0.10582 ,0.03160 
-0.11612 ,0.03160 
-0.11532 ,0.03160 
-0.09427 ,0.03160 
0.04600 ,0.03160 
-0.10310 ,0.03160 
-0.01200 ,0.03160 
-0.00550 ,0.03160 
-0.11914 ,0.03161 
-0.08763 ,0.03161 
0.18933 ,0.03161 
-0.14289 ,0.03161 
-0.00975 ,0.03161 
-0.08222 ,0.03161 
-0.04283 ,0.03161 
-0.01545 ,0.03161 
-0.12359 ,0.03161 
0.20273 ,0.03161 
-0.04986 ,0.03161 
0.01642 ,0.03161 
-0.04857 ,0.03161 
-0.04821 ,0.03162 
-0.05520 ,0.03162 
0.06880 ,0.03162 
-0.07357 ,0.03162 
0.04499 ,0.03162 
-0.14569 ,0.03162 
0.07031 ,0.03162 
0.00161 ,0.03162 
-0.02827 ,0.03162 
-0.05413 ,0.03162 
-0.06688 ,0.03162 
-0.17463 ,0.03162 
-0.04195 ,0.03162 
0.04685 ,0.03163 
0.07614 ,0.03163 
-0.07190 ,0.03163 
-0.03322 ,0.03163 
0.03182 ,0.03163 
-0.13532 ,0.03163 
-0.12763 ,0.03163 
-0.14039 ,0.03163 
0.05359 ,0.03164 
-0.06793 ,0.03164 
-0.10720 ,0.03164 
-0.06224 ,0.03164 
-0.07246 ,0.03164 
0.07280 ,0.03164 
-0.03026 ,0.03164 
-0.04159 ,0.03164 
-0.06669 ,0.03164 
-0.07776 ,0.03164 
-0.05916 ,0.03164 
-0.07766 ,0.03164 
0.08192 ,0.03165 
-0.04890 ,0.03165 
0.05376 ,0.03165 
-0.14314 ,0.03165 
-0.13486 ,0.03165 
-0.06857 ,0.03165 
-0.08613 ,0.03165 
-0.06560 ,0.03165 
-0.05315 ,0.03165 
-0.12200 ,0.03165 
-0.05781 ,0.03165 
-0.03175 ,0.03165 
0.07956 ,0.03165 
-0.11737 ,0.03165 
-0.10743 ,0.03165 
0.04253 ,0.03165 
-0.09108 ,0.03166 
-0.04997 ,0.03166 
-0.12750 ,0.03166 
-0.14539 ,0.03166 
-0.09964 ,0.03166 
-0.06192 ,0.03166 
-0.08119 ,0.03166 
-0.09188 ,0.03167 
0.05421 ,0.03167 
0.03969 ,0.03167 
-0.16172 ,0.03167 
-0.04715 ,0.03167 
0.08576 ,0.03167 
-0.10592 ,0.03168 
-0.12274 ,0.03168 
-0.06715 ,0.03168 
-0.12393 ,0.03168 
0.08015 ,0.03168 
0.08243 ,0.03168 
0.09360 ,0.03168 
-0.10928 ,0.03168 
0.05773 ,0.03168 
-0.02891 ,0.03168 
-0.05347 ,0.03169 
-0.08009 ,0.03169 
-0.06289 ,0.03169 
-0.04605 ,0.03169 
-0.03667 ,0.03169 
0.06401 ,0.03169 
0.05331 ,0.03169 
-0.01251 ,0.03169 
-0.13945 ,0.03169 
-0.10117 ,0.03169 
0.04666 ,0.03169 
-0.07287 ,0.03169 
-0.07851 ,0.03170 
-0.03695 ,0.03170 
-0.05066 ,0.03170 
-0.13822 ,0.03170 
-0.13572 ,0.03170 
-0.12021 ,0.03170 
-0.00549 ,0.03170 
-0.07241 ,0.03170 
-0.08051 ,0.03170 
-0.02623 ,0.03170 
-0.06909 ,0.03170 
0.00892 ,0.03171 
0.03448 ,0.03171 
0.01382 ,0.03171 
-0.13370 ,0.03171 
0.06479 ,0.03171 
-0.17169 ,0.03171 
-0.02356 ,0.03171 
-0.04631 ,0.03171 
-0.14006 ,0.03171 
-0.15035 ,0.03171 
-0.08265 ,0.03171 
-0.04677 ,0.03171 
0.18944 ,0.03171 
-0.04341 ,0.03171 
-0.01878 ,0.03171 
-0.15136 ,0.03172 
0.21384 ,0.03172 
-0.13750 ,0.03172 
-0.10433 ,0.03172 
-0.04991 ,0.03172 
-0.07050 ,0.03172 
-0.01875 ,0.03172 
-0.13057 ,0.03172 
-0.06157 ,0.03172 
-0.08146 ,0.03172 
0.04035 ,0.03172 
-0.05943 ,0.03172 
0.02896 ,0.03172 
-0.09639 ,0.03172 
-0.04141 ,0.03172 
0.10380 ,0.03172 
-0.12721 ,0.03172 
-0.05041 ,0.03172 
0.03084 ,0.03172 
-0.17034 ,0.03172 
-0.11467 ,0.03172 
0.08035 ,0.03172 
-0.01094 ,0.03173 
-0.10615 ,0.03173 
-0.12031 ,0.03173 
-0.05703 ,0.03173 
-0.13147 ,0.03173 
-0.09450 ,0.03173 
0.08057 ,0.03173 
-0.16780 ,0.03173 
0.04690 ,0.03173 
0.09375 ,0.03173 
-0.00191 ,0.03173 
-0.05778 ,0.03174 
0.02642 ,0.03174 
-0.07787 ,0.03174 
-0.06832 ,0.03174 
-0.12864 ,0.03174 
0.18375 ,0.03174 
-0.04941 ,0.03174 
0.03132 ,0.03174 
0.08817 ,0.03174 
-0.14007 ,0.03175 
-0.14514 ,0.03175 
-0.12431 ,0.03175 
-0.06117 ,0.03175 
-0.10327 ,0.03175 
-0.05045 ,0.03175 
-0.06348 ,0.03175 
-0.14689 ,0.03175 
-0.06011 ,0.03175 
-0.06530 ,0.03175 
-0.04419 ,0.03175 
0.01393 ,0.03175 
-0.09097 ,0.03175 
0.04669 ,0.03175 
-0.12801 ,0.03175 
-0.05643 ,0.03175 
-0.15630 ,0.03176 
-0.05704 ,0.03176 
-0.05707 ,0.03176 
-0.12614 ,0.03176 
-0.05603 ,0.03176 
0.02982 ,0.03176 
-0.11256 ,0.03176 
0.05014 ,0.03177 
-0.11214 ,0.03177 
-0.04235 ,0.03177 
0.02852 ,0.03177 
0.07864 ,0.03177 
-0.12932 ,0.03177 
-0.05677 ,0.03177 
-0.03525 ,0.03177 
-0.11376 ,0.03177 
-0.07390 ,0.03177 
-0.08826 ,0.03177 
-0.06914 ,0.03177 
-0.00343 ,0.03177 
-0.12024 ,0.03177 
-0.05291 ,0.03177 
0.05081 ,0.03177 
-0.08623 ,0.03177 
0.07358 ,0.03177 
-0.10534 ,0.03177 
0.02317 ,0.03178 
-0.09709 ,0.03178 
0.09857 ,0.03178 
-0.06779 ,0.03178 
-0.03709 ,0.03178 
0.03545 ,0.03178 
-0.08202 ,0.03178 
-0.04086 ,0.03178 
-0.07083 ,0.03178 
-0.12812 ,0.03178 
0.03381 ,0.03178 
-0.10807 ,0.03178 
-0.10957 ,0.03178 
-0.08068 ,0.03178 
-0.06682 ,0.03178 
-0.12710 ,0.03179 
-0.10814 ,0.03179 
-0.11601 ,0.03179 
-0.13875 ,0.03179 
-0.03980 ,0.03179 
-0.03172 ,0.03179 
0.04197 ,0.03179 
0.17450 ,0.03179 
0.14585 ,0.03179 
0.04172 ,0.03179 
-0.12649 ,0.03179 
-0.06222 ,0.03180 
0.08904 ,0.03180 
-0.08399 ,0.03180 
-0.10614 ,0.03180 
0.02188 ,0.03180 
-0.13239 ,0.03180 
-0.16431 ,0.03180 
-0.07999 ,0.03180 
-0.09438 ,0.03180 
0.02549 ,0.03180 
-0.10314 ,0.03180 
-0.07529 ,0.03180 
0.06580 ,0.03180 
-0.06285 ,0.03180 
-0.07204 ,0.03181 
-0.12827 ,0.03181 
0.02675 ,0.03181 
0.01439 ,0.03181 
-0.12883 ,0.03181 
0.05284 ,0.03181 
-0.09033 ,0.03181 
0.02420 ,0.03181 
0.05395 ,0.03181 
-0.08719 ,0.03181 
-0.03009 ,0.03181 
-0.02458 ,0.03181 
-0.14560 ,0.03181 
-0.04668 ,0.03181 
0.00101 ,0.03181 
0.00781 ,0.03181 
-0.00068 ,0.03181 
-0.15347 ,0.03182 
-0.09209 ,0.03182 
0.04640 ,0.03182 
0.04949 ,0.03182 
0.01999 ,0.03182 
0.07777 ,0.03182 
-0.11307 ,0.03182 
-0.06735 ,0.03182 
0.07074 ,0.03182 
-0.14448 ,0.03182 
0.04801 ,0.03183 
-0.02828 ,0.03183 
-0.04908 ,0.03183 
-0.16896 ,0.03183 
-0.13765 ,0.03183 
-0.14183 ,0.03183 
0.04404 ,0.03183 
-0.11655 ,0.03183 
-0.13809 ,0.03183 
-0.06362 ,0.03183 
0.00998 ,0.03183 
-0.09515 ,0.03183 
-0.12604 ,0.03183 
-0.01992 ,0.03183 
-0.13384 ,0.03183 
-0.05720 ,0.03183 
0.09697 ,0.03183 
-0.07387 ,0.03184 
-0.06299 ,0.03184 
-0.11223 ,0.03184 
-0.04632 ,0.03184 
-0.11094 ,0.03184 
-0.14161 ,0.03184 
-0.05058 ,0.03184 
0.04963 ,0.03184 
-0.08708 ,0.03185 
-0.01316 ,0.03185 
-0.11619 ,0.03185 
0.03726 ,0.03185 
-0.13925 ,0.03185 
-0.00294 ,0.03185 
0.04439 ,0.03185 
0.06796 ,0.03185 
0.01366 ,0.03185 
-0.08974 ,0.03185 
-0.03007 ,0.03185 
-0.00292 ,0.03185 
-0.06182 ,0.03185 
-0.00254 ,0.03185 
0.01110 ,0.03185 
0.04414 ,0.03185 
-0.10199 ,0.03186 
-0.06493 ,0.03186 
-0.05942 ,0.03186 
-0.01952 ,0.03186 
-0.14731 ,0.03186 
0.04784 ,0.03186 
-0.13186 ,0.03186 
0.05942 ,0.03187 
-0.05874 ,0.03187 
-0.12058 ,0.03187 
0.03658 ,0.03187 
-0.13724 ,0.03187 
-0.06644 ,0.03187 
-0.03943 ,0.03187 
-0.14913 ,0.03187 
-0.08015 ,0.03187 
0.05239 ,0.03187 
-0.01781 ,0.03187 
-0.14483 ,0.03187 
-0.10473 ,0.03187 
-0.05757 ,0.03187 
0.00012 ,0.03188 
-0.11804 ,0.03188 
-0.11476 ,0.03188 
0.02525 ,0.03188 
-0.10409 ,0.03188 
0.11185 ,0.03188 
-0.06046 ,0.03188 
0.04218 ,0.03188 
-0.08533 ,0.03188 
-0.07732 ,0.03188 
-0.14999 ,0.03188 
-0.08765 ,0.03189 
-0.04816 ,0.03189 
0.02104 ,0.03189 
-0.12655 ,0.03189 
-0.03167 ,0.03189 
-0.15423 ,0.03189 
-0.07429 ,0.03189 
-0.13657 ,0.03190 
-0.04621 ,0.03190 
-0.15013 ,0.03190 
-0.03501 ,0.03190 
-0.12376 ,0.03190 
-0.12308 ,0.03190 
-0.07732 ,0.03190 
-0.09251 ,0.03190 
-0.06508 ,0.03190 
-0.11411 ,0.03190 
-0.05967 ,0.03190 
-0.13637 ,0.03190 
-0.02239 ,0.03190 
0.05035 ,0.03190 
-0.03980 ,0.03191 
-0.09116 ,0.03191 
-0.13485 ,0.03191 
-0.14525 ,0.03191 
-0.06353 ,0.03191 
-0.10473 ,0.03191 
-0.14285 ,0.03191 
-0.02635 ,0.03191 
-0.05536 ,0.03191 
0.06148 ,0.03191 
-0.09168 ,0.03191 
-0.11202 ,0.03192 
0.10650 ,0.03192 
-0.13090 ,0.03192 
-0.00774 ,0.03192 
0.06212 ,0.03192 
-0.10827 ,0.03192 
-0.05350 ,0.03192 
0.02176 ,0.03192 
-0.15186 ,0.03192 
0.08265 ,0.03192 
-0.00008 ,0.03193 
-0.07103 ,0.03193 
-0.07914 ,0.03193 
0.03644 ,0.03193 
-0.06801 ,0.03193 
0.17389 ,0.03193 
0.05961 ,0.03193 
-0.09801 ,0.03193 
0.04941 ,0.03193 
-0.10545 ,0.03193 
-0.03123 ,0.03193 
-0.01826 ,0.03194 
0.06783 ,0.03194 
-0.13630 ,0.03194 
0.04087 ,0.03194 
0.00887 ,0.03194 
0.05439 ,0.03194 
-0.05330 ,0.03194 
0.01634 ,0.03194 
0.02162 ,0.03194 
-0.16930 ,0.03194 
-0.12463 ,0.03195 
-0.11676 ,0.03195 
-0.16244 ,0.03195 
-0.02982 ,0.03195 
-0.14847 ,0.03195 
-0.09216 ,0.03195 
-0.12023 ,0.03195 
-0.13433 ,0.03195 
0.04475 ,0.03195 
-0.06251 ,0.03195 
-0.11287 ,0.03195 
-0.06156 ,0.03195 
-0.14404 ,0.03195 
-0.13136 ,0.03196 
-0.12731 ,0.03196 
-0.15475 ,0.03196 
0.00262 ,0.03196 
-0.10374 ,0.03196 
-0.13690 ,0.03196 
-0.04294 ,0.03196 
-0.13322 ,0.03196 
-0.06610 ,0.03196 
-0.13089 ,0.03196 
-0.05108 ,0.03196 
-0.05046 ,0.03196 
0.04871 ,0.03196 
-0.07555 ,0.03197 
0.01920 ,0.03197 
-0.13828 ,0.03197 
-0.07625 ,0.03197 
-0.08797 ,0.03197 
0.06328 ,0.03197 
-0.07278 ,0.03197 
-0.14818 ,0.03197 
-0.10058 ,0.03197 
-0.06885 ,0.03197 
-0.01144 ,0.03197 
-0.10253 ,0.03197 
-0.06392 ,0.03197 
-0.14232 ,0.03198 
-0.13573 ,0.03198 
-0.06956 ,0.03198 
-0.14182 ,0.03198 
-0.07622 ,0.03198 
-0.07730 ,0.03198 
-0.08493 ,0.03198 
-0.06943 ,0.03198 
-0.11241 ,0.03198 
-0.07064 ,0.03198 
-0.07324 ,0.03199 
-0.13754 ,0.03199 
-0.13915 ,0.03199 
-0.07452 ,0.03199 
0.02956 ,0.03199 
-0.05555 ,0.03199 
-0.13192 ,0.03199 
-0.13510 ,0.03199 
-0.15908 ,0.03199 
0.04551 ,0.03199 
-0.06847 ,0.03199 
-0.11600 ,0.03199 
-0.06489 ,0.03199 
-0.08014 ,0.03199 
-0.08013 ,0.03199 
-0.05148 ,0.03199 
-0.03615 ,0.03199 
-0.11455 ,0.03199 
-0.15357 ,0.03199 
-0.11006 ,0.03200 
-0.13934 ,0.03200 
-0.05659 ,0.03200 
-0.05692 ,0.03200 
0.06526 ,0.03200 
-0.11647 ,0.03200 
-0.12527 ,0.03200 
-0.09827 ,0.03201 
-0.15106 ,0.03201 
-0.12213 ,0.03201 
-0.09854 ,0.03201 
-0.02903 ,0.03201 
-0.15147 ,0.03201 
-0.12711 ,0.03202 
-0.09715 ,0.03202 
-0.03582 ,0.03202 
-0.08603 ,0.03202 
0.05124 ,0.03202 
-0.04047 ,0.03202 
-0.04155 ,0.03202 
0.06821 ,0.03202 
-0.06750 ,0.03202 
-0.07948 ,0.03202 
-0.03750 ,0.03202 
-0.12932 ,0.03202 
0.00356 ,0.03202 
-0.03831 ,0.03203 
-0.05267 ,0.03203 
0.04886 ,0.03203 
0.01315 ,0.03203 
-0.13399 ,0.03203 
0.04236 ,0.03203 
0.05466 ,0.03203 
0.02663 ,0.03203 
-0.08109 ,0.03203 
-0.12958 ,0.03203 
-0.09415 ,0.03203 
-0.03717 ,0.03203 
0.01497 ,0.03203 
0.03179 ,0.03203 
-0.06846 ,0.03204 
-0.06228 ,0.03204 
-0.14289 ,0.03204 
-0.06163 ,0.03204 
-0.13188 ,0.03204 
0.02620 ,0.03204 
-0.00821 ,0.03204 
-0.08708 ,0.03204 
0.07016 ,0.03204 
-0.01226 ,0.03204 
0.07716 ,0.03204 
-0.04853 ,0.03205 
-0.12856 ,0.03205 
-0.02676 ,0.03205 
-0.02518 ,0.03205 
-0.12262 ,0.03205 
0.04589 ,0.03205 
0.00327 ,0.03206 
-0.03426 ,0.03206 
-0.07670 ,0.03206 
-0.09357 ,0.03206 
-0.03029 ,0.03206 
-0.04251 ,0.03206 
-0.09766 ,0.03206 
0.01428 ,0.03206 
-0.14657 ,0.03206 
0.00680 ,0.03206 
0.04125 ,0.03206 
-0.04960 ,0.03206 
-0.06425 ,0.03206 
-0.05937 ,0.03206 
-0.06093 ,0.03206 
-0.03927 ,0.03207 
-0.05703 ,0.03207 
-0.04351 ,0.03207 
-0.01553 ,0.03207 
-0.03983 ,0.03207 
-0.11905 ,0.03207 
0.04851 ,0.03207 
0.02446 ,0.03207 
-0.10188 ,0.03207 
-0.15365 ,0.03207 
-0.10159 ,0.03208 
-0.09285 ,0.03208 
-0.12541 ,0.03208 
-0.13997 ,0.03208 
-0.14695 ,0.03208 
0.00487 ,0.03208 
0.01786 ,0.03208 
-0.05617 ,0.03208 
-0.04461 ,0.03208 
-0.06585 ,0.03208 
-0.07981 ,0.03208 
-0.09385 ,0.03208 
-0.11780 ,0.03208 
-0.06344 ,0.03209 
-0.15713 ,0.03209 
-0.13734 ,0.03209 
-0.04612 ,0.03209 
-0.03885 ,0.03209 
-0.04555 ,0.03209 
-0.13304 ,0.03209 
-0.02309 ,0.03210 
0.04320 ,0.03210 
0.04448 ,0.03210 
0.00683 ,0.03210 
-0.10940 ,0.03210 
-0.08771 ,0.03210 
-0.12702 ,0.03210 
-0.02871 ,0.03210 
-0.13910 ,0.03210 
-0.03884 ,0.03210 
-0.10267 ,0.03211 
-0.05497 ,0.03211 
-0.12557 ,0.03211 
-0.01216 ,0.03211 
-0.10205 ,0.03211 
-0.10610 ,0.03211 
0.06218 ,0.03211 
-0.09188 ,0.03211 
-0.15231 ,0.03211 
-0.05175 ,0.03211 
-0.02597 ,0.03211 
-0.06810 ,0.03211 
-0.13324 ,0.03211 
-0.10594 ,0.03211 
-0.12632 ,0.03211 
-0.11087 ,0.03212 
0.08675 ,0.03212 
0.17833 ,0.03212 
0.03310 ,0.03212 
0.06252 ,0.03212 
-0.06898 ,0.03212 
-0.10652 ,0.03212 
-0.14396 ,0.03212 
-0.06455 ,0.03212 
-0.06511 ,0.03212 
-0.05163 ,0.03212 
0.00854 ,0.03212 
0.07925 ,0.03212 
-0.00847 ,0.03212 
-0.13504 ,0.03212 
0.08633 ,0.03213 
-0.13409 ,0.03213 
-0.02866 ,0.03213 
-0.12778 ,0.03213 
-0.07146 ,0.03213 
-0.06969 ,0.03213 
-0.01600 ,0.03213 
-0.09034 ,0.03213 
-0.06686 ,0.03213 
0.04731 ,0.03213 
-0.11813 ,0.03213 
-0.09649 ,0.03213 
-0.12249 ,0.03213 
-0.05994 ,0.03213 
-0.07023 ,0.03213 
-0.14904 ,0.03213 
-0.05784 ,0.03213 
-0.10240 ,0.03213 
-0.07832 ,0.03213 
-0.14970 ,0.03214 
-0.14416 ,0.03214 
-0.11710 ,0.03214 
-0.02780 ,0.03214 
-0.09342 ,0.03214 
-0.09989 ,0.03214 
-0.12663 ,0.03214 
-0.01027 ,0.03214 
-0.08862 ,0.03214 
-0.06306 ,0.03214 
-0.13295 ,0.03214 
-0.05156 ,0.03214 
-0.02849 ,0.03215 
-0.07780 ,0.03215 
0.04316 ,0.03215 
-0.15017 ,0.03215 
-0.12964 ,0.03215 
-0.11233 ,0.03215 
-0.13017 ,0.03215 
-0.02402 ,0.03215 
-0.03280 ,0.03215 
-0.06298 ,0.03215 
-0.09817 ,0.03216 
0.05404 ,0.03216 
-0.06998 ,0.03216 
-0.03242 ,0.03216 
-0.10205 ,0.03216 
-0.08760 ,0.03216 
-0.14387 ,0.03216 
-0.13532 ,0.03216 
-0.09712 ,0.03216 
-0.05291 ,0.03217 
-0.15338 ,0.03217 
-0.10158 ,0.03217 
-0.11432 ,0.03217 
-0.13736 ,0.03218 
0.18070 ,0.03218 
-0.05849 ,0.03218 
-0.11818 ,0.03218 
-0.10794 ,0.03218 
-0.02329 ,0.03218 
-0.08269 ,0.03218 
-0.15425 ,0.03218 
-0.03357 ,0.03218 
-0.04085 ,0.03218 
-0.14005 ,0.03218 
-0.09058 ,0.03218 
0.02365 ,0.03219 
-0.05719 ,0.03219 
-0.03354 ,0.03219 
-0.12561 ,0.03219 
-0.07800 ,0.03219 
-0.11117 ,0.03219 
0.00812 ,0.03219 
0.01161 ,0.03219 
-0.12216 ,0.03219 
0.08386 ,0.03219 
0.04938 ,0.03219 
0.00915 ,0.03220 
-0.13909 ,0.03220 
-0.14645 ,0.03220 
-0.00351 ,0.03220 
-0.07731 ,0.03220 
-0.07981 ,0.03220 
0.01357 ,0.03220 
-0.09773 ,0.03221 
-0.13371 ,0.03221 
0.02796 ,0.03221 
-0.02552 ,0.03221 
0.00134 ,0.03221 
-0.14701 ,0.03221 
-0.11851 ,0.03221 
-0.06600 ,0.03221 
-0.01398 ,0.03222 
0.01004 ,0.03222 
-0.04986 ,0.03222 
0.00587 ,0.03222 
-0.09095 ,0.03222 
-0.06439 ,0.03222 
-0.09405 ,0.03222 
0.03623 ,0.03222 
-0.06544 ,0.03222 
-0.14017 ,0.03222 
-0.04630 ,0.03222 
0.14684 ,0.03223 
0.00184 ,0.03223 
-0.14672 ,0.03223 
0.01787 ,0.03223 
-0.15745 ,0.03223 
-0.12016 ,0.03223 
0.07848 ,0.03223 
-0.04371 ,0.03223 
-0.03051 ,0.03223 
-0.06293 ,0.03223 
0.08173 ,0.03223 
-0.00814 ,0.03223 
-0.04842 ,0.03223 
-0.00711 ,0.03223 
-0.08854 ,0.03224 
-0.09843 ,0.03224 
-0.13854 ,0.03224 
0.05841 ,0.03224 
-0.04643 ,0.03224 
-0.09282 ,0.03224 
-0.04670 ,0.03224 
-0.03992 ,0.03224 
-0.04988 ,0.03224 
0.02371 ,0.03224 
-0.03460 ,0.03225 
-0.12169 ,0.03225 
-0.07689 ,0.03225 
-0.14160 ,0.03225 
0.04677 ,0.03225 
-0.10694 ,0.03225 
-0.07098 ,0.03225 
0.04111 ,0.03225 
-0.10964 ,0.03225 
0.04281 ,0.03225 
-0.06289 ,0.03225 
-0.06348 ,0.03225 
-0.04700 ,0.03225 
-0.14844 ,0.03226 
0.00731 ,0.03226 
-0.03906 ,0.03226 
-0.00279 ,0.03226 
-0.04093 ,0.03226 
-0.13057 ,0.03226 
-0.12835 ,0.03226 
-0.05485 ,0.03226 
-0.07396 ,0.03226 
-0.13011 ,0.03226 
-0.11085 ,0.03226 
0.04144 ,0.03226 
-0.11810 ,0.03226 
-0.11279 ,0.03226 
0.16029 ,0.03227 
-0.09375 ,0.03227 
-0.06608 ,0.03227 
-0.00895 ,0.03227 
-0.06892 ,0.03227 
-0.11339 ,0.03227 
-0.14361 ,0.03227 
0.06490 ,0.03227 
-0.05024 ,0.03227 
-0.14572 ,0.03227 
-0.11415 ,0.03227 
-0.03727 ,0.03227 
-0.13500 ,0.03227 
-0.11704 ,0.03227 
-0.05782 ,0.03227 
-0.06327 ,0.03227 
-0.13726 ,0.03227 
-0.07431 ,0.03227 
-0.04658 ,0.03228 
0.08698 ,0.03228 
-0.15724 ,0.03228 
-0.05239 ,0.03228 
-0.04137 ,0.03228 
-0.08210 ,0.03228 
-0.10581 ,0.03228 
-0.03796 ,0.03228 
-0.10467 ,0.03228 
-0.07479 ,0.03228 
-0.05741 ,0.03228 
0.09859 ,0.03228 
-0.14371 ,0.03228 
-0.06597 ,0.03228 
-0.11807 ,0.03228 
-0.07953 ,0.03228 
-0.10811 ,0.03228 
-0.07773 ,0.03228 
0.21752 ,0.03229 
-0.12783 ,0.03229 
-0.13072 ,0.03229 
-0.15792 ,0.03229 
0.02110 ,0.03229 
-0.06898 ,0.03229 
0.01956 ,0.03229 
-0.02474 ,0.03229 
-0.01082 ,0.03229 
0.01487 ,0.03229 
-0.03367 ,0.03229 
-0.06451 ,0.03229 
-0.07616 ,0.03229 
-0.15432 ,0.03229 
-0.07716 ,0.03230 
0.05807 ,0.03230 
-0.00961 ,0.03230 
-0.10831 ,0.03230 
0.00952 ,0.03230 
-0.05661 ,0.03230 
-0.10526 ,0.03230 
-0.04987 ,0.03230 
-0.09912 ,0.03230 
0.16426 ,0.03230 
-0.13992 ,0.03230 
0.08043 ,0.03231 
-0.17091 ,0.03231 
-0.11449 ,0.03231 
-0.05694 ,0.03231 
-0.07796 ,0.03231 
-0.10773 ,0.03231 
-0.09131 ,0.03231 
-0.06372 ,0.03231 
-0.08080 ,0.03231 
0.00037 ,0.03231 
-0.14343 ,0.03231 
-0.10588 ,0.03231 
-0.08972 ,0.03231 
-0.15965 ,0.03232 
0.06620 ,0.03232 
0.16785 ,0.03232 
-0.11875 ,0.03232 
-0.10204 ,0.03232 
-0.00754 ,0.03232 
-0.09487 ,0.03232 
-0.06599 ,0.03232 
-0.05022 ,0.03232 
0.00622 ,0.03232 
-0.15394 ,0.03233 
-0.10947 ,0.03233 
0.02429 ,0.03233 
-0.00904 ,0.03233 
-0.12899 ,0.03233 
-0.02951 ,0.03233 
-0.11479 ,0.03233 
-0.00857 ,0.03233 
0.04632 ,0.03233 
-0.08417 ,0.03233 
-0.10511 ,0.03233 
-0.11567 ,0.03234 
0.05958 ,0.03234 
-0.10623 ,0.03234 
-0.09804 ,0.03234 
-0.06959 ,0.03234 
-0.09778 ,0.03234 
-0.00958 ,0.03234 
-0.05541 ,0.03234 
-0.08761 ,0.03234 
-0.01603 ,0.03234 
-0.06586 ,0.03234 
0.04709 ,0.03234 
0.04843 ,0.03234 
-0.01053 ,0.03234 
-0.11410 ,0.03234 
-0.01038 ,0.03234 
-0.05022 ,0.03235 
-0.12468 ,0.03235 
-0.00349 ,0.03235 
-0.04339 ,0.03235 
-0.08039 ,0.03235 
-0.13735 ,0.03235 
-0.12848 ,0.03235 
-0.10710 ,0.03235 
-0.16869 ,0.03235 
-0.05454 ,0.03235 
-0.13431 ,0.03235 
-0.03692 ,0.03235 
-0.05577 ,0.03235 
-0.07714 ,0.03236 
-0.13409 ,0.03236 
0.05535 ,0.03236 
-0.04956 ,0.03236 
0.06532 ,0.03236 
0.03487 ,0.03236 
-0.04436 ,0.03236 
-0.12537 ,0.03236 
0.02760 ,0.03236 
-0.09262 ,0.03236 
-0.06518 ,0.03236 
-0.01993 ,0.03236 
0.02064 ,0.03237 
-0.12028 ,0.03237 
-0.11448 ,0.03237 
-0.04916 ,0.03237 
-0.00257 ,0.03237 
-0.13697 ,0.03237 
-0.03542 ,0.03237 
-0.03130 ,0.03237 
-0.06765 ,0.03237 
0.09568 ,0.03237 
0.03428 ,0.03237 
-0.13954 ,0.03237 
-0.10354 ,0.03237 
-0.13954 ,0.03237 
-0.09958 ,0.03238 
0.06788 ,0.03238 
-0.12233 ,0.03238 
0.07973 ,0.03238 
0.05576 ,0.03238 
0.04272 ,0.03238 
-0.08852 ,0.03238 
-0.05031 ,0.03238 
-0.05820 ,0.03238 
-0.12095 ,0.03238 
-0.10602 ,0.03238 
0.09838 ,0.03238 
-0.05223 ,0.03238 
-0.14046 ,0.03239 
-0.06208 ,0.03239 
-0.08626 ,0.03239 
-0.06894 ,0.03239 
0.03295 ,0.03239 
-0.10672 ,0.03239 
-0.04887 ,0.03239 
0.03742 ,0.03239 
-0.10787 ,0.03239 
-0.08675 ,0.03239 
-0.12057 ,0.03239 
-0.04868 ,0.03240 
-0.10804 ,0.03240 
-0.02078 ,0.03240 
-0.02613 ,0.03240 
0.05422 ,0.03240 
0.02608 ,0.03240 
-0.06446 ,0.03240 
-0.16293 ,0.03240 
0.07983 ,0.03240 
-0.11426 ,0.03240 
-0.08629 ,0.03240 
-0.13127 ,0.03240 
-0.08596 ,0.03240 
-0.13197 ,0.03240 
-0.01214 ,0.03240 
-0.13048 ,0.03240 
-0.00230 ,0.03241 
-0.05241 ,0.03241 
0.02897 ,0.03241 
0.02020 ,0.03241 
-0.05243 ,0.03241 
0.04210 ,0.03241 
-0.12631 ,0.03241 
0.06706 ,0.03241 
-0.15416 ,0.03241 
-0.10588 ,0.03241 
-0.11681 ,0.03241 
-0.13025 ,0.03242 
-0.07561 ,0.03242 
-0.05160 ,0.03242 
0.03798 ,0.03242 
-0.13374 ,0.03242 
-0.14071 ,0.03242 
-0.14554 ,0.03242 
-0.15688 ,0.03242 
-0.05315 ,0.03242 
-0.05688 ,0.03242 
0.06248 ,0.03242 
-0.12332 ,0.03242 
-0.03202 ,0.03243 
-0.05591 ,0.03243 
-0.05775 ,0.03243 
0.06158 ,0.03243 
-0.12232 ,0.03243 
-0.09759 ,0.03243 
-0.06414 ,0.03243 
-0.06610 ,0.03243 
0.06784 ,0.03243 
-0.09416 ,0.03243 
-0.08250 ,0.03243 
-0.03618 ,0.03243 
-0.11482 ,0.03243 
-0.15271 ,0.03243 
-0.08504 ,0.03243 
