j,"S_th(0,0)","S_exp(0,0)-M","S_exp(0,0)-SD","S_th(-10,10)","S_exp(-10,10)-M","S_exp(-10,10)-SD","S_th(15,-15)","S_exp(15,-15)-M","S_exp(15,-15)-SD",j_subfigure,"S_subfigure(0,0)","S_subfigure(-10,10)","S_subfigure(15,-15)"
22590000 ,2.52928 ,2.52269 ,0.01909 ,3.15747 ,3.19077 ,0.01732 ,3.90137 ,3.96399 ,0.03008 ,2260,0.06080 ,0.23719 ,0.52681 
22600000 ,2.52928 ,2.58052 ,0.03724 ,3.15747 ,3.11240 ,0.02233 ,3.90137 ,3.92663 ,0.01059 ,2261,0.05222 ,0.23857 ,0.52101 
22610000 ,2.52928 ,2.52177 ,0.04319 ,3.15747 ,3.17628 ,0.03058 ,3.90688 ,3.96300 ,0.02589 ,2262,0.04144 ,0.23492 ,0.50571 
22620000 ,2.53479 ,2.60375 ,0.03774 ,3.15747 ,3.16213 ,0.02448 ,3.90688 ,3.99354 ,0.03419 ,2263,0.04974 ,0.23966 ,0.51370 
22630000 ,2.53479 ,2.57547 ,0.04870 ,3.15747 ,3.22643 ,0.03600 ,3.90688 ,3.94424 ,0.01840 ,2264,0.05242 ,0.24104 ,0.50870 
22640000 ,2.53479 ,2.48740 ,0.02631 ,3.16298 ,3.22264 ,0.02361 ,3.90688 ,4.00676 ,0.02320 ,2265,0.05334 ,0.24495 ,0.51058 
22650000 ,2.53479 ,2.51177 ,0.03395 ,3.16298 ,3.14796 ,0.00898 ,3.90688 ,3.98672 ,0.03707 ,2266,0.06364 ,0.23082 ,0.51857 
22660000 ,2.53479 ,2.64026 ,0.03319 ,3.16298 ,3.17890 ,0.03025 ,3.91239 ,3.88368 ,0.01989 ,2267,0.05046 ,0.24029 ,0.50579 
22670000 ,2.53479 ,2.53962 ,0.01420 ,3.16298 ,3.17674 ,0.03301 ,3.91239 ,3.98548 ,0.02515 ,2268,0.04484 ,0.24946 ,0.51983 
22680000 ,2.53479 ,2.53507 ,0.01120 ,3.16849 ,3.14330 ,0.03921 ,3.91239 ,3.94871 ,0.03663 ,2269,0.02677 ,0.18885 ,0.51295 
22690000 ,2.54030 ,2.54984 ,0.01583 ,3.16849 ,3.16362 ,0.02036 ,3.91239 ,3.92303 ,0.02761 ,2270,0.03916 ,0.20037 ,0.51954 
22700000 ,2.54030 ,2.61381 ,0.04582 ,3.16849 ,3.15198 ,0.03529 ,3.91239 ,3.94535 ,0.01379 ,2271,0.04106 ,0.18786 ,0.52710 
22710000 ,2.54030 ,2.57831 ,0.01561 ,3.16849 ,3.13487 ,0.02525 ,3.91790 ,4.04576 ,0.02282 ,2272,0.05065 ,0.22952 ,0.52776 
22720000 ,2.54030 ,2.59195 ,0.04166 ,3.16849 ,3.17429 ,0.03547 ,3.91790 ,3.92983 ,0.01880 ,2273,0.04031 ,0.23194 ,0.53436 
22730000 ,2.54030 ,2.52755 ,0.03080 ,3.16849 ,3.17654 ,0.00623 ,3.91790 ,3.94816 ,0.01741 ,2274,0.04600 ,0.20712 ,0.47905 
22740000 ,2.54030 ,2.57976 ,0.03586 ,3.17400 ,3.17529 ,0.01699 ,3.91790 ,4.00882 ,0.02360 ,2275,0.03833 ,0.20481 ,0.49151 
22750000 ,2.54581 ,2.58113 ,0.01169 ,3.17400 ,3.15099 ,0.03382 ,3.92341 ,3.90201 ,0.01158 ,2276,0.06504 ,0.20577 ,0.49838 
22760000 ,2.54581 ,2.63254 ,0.02453 ,3.17400 ,3.18551 ,0.02391 ,3.92341 ,3.97379 ,0.03012 ,2277,0.05647 ,0.21283 ,0.50637 
22770000 ,2.54581 ,2.56392 ,0.03470 ,3.17400 ,3.18609 ,0.03614 ,3.92341 ,3.95494 ,0.03011 ,2278,0.04569 ,0.21421 ,0.49359 
22780000 ,2.54581 ,2.57813 ,0.02617 ,3.17400 ,3.23517 ,0.01983 ,3.92341 ,3.98556 ,0.03751 ,2279,0.05398 ,0.21434 ,0.50762 
22790000 ,2.55132 ,2.54883 ,0.04222 ,3.17951 ,3.16020 ,0.03983 ,3.92341 ,4.02932 ,0.03717 ,2280,0.05081 ,0.23144 ,0.50075 
22800000 ,2.55132 ,2.53528 ,0.02030 ,3.17951 ,3.23836 ,0.05155 ,3.92892 ,4.02303 ,0.02523 ,2281,0.05577 ,0.22269 ,0.50734 
22810000 ,2.55132 ,2.59487 ,0.02547 ,3.17951 ,3.12989 ,0.04997 ,3.92892 ,4.00097 ,0.01461 ,2282,0.04672 ,0.23666 ,0.50020 
22820000 ,2.55132 ,2.54682 ,0.01150 ,3.17951 ,3.17087 ,0.01329 ,3.92892 ,4.06064 ,0.02333 ,2283,0.06597 ,0.22539 ,0.51266 
22830000 ,2.55132 ,2.60637 ,0.02119 ,3.17951 ,3.25416 ,0.01543 ,3.92892 ,3.93966 ,0.01471 ,2284,0.06844 ,0.22188 ,0.52045 
22840000 ,2.55132 ,2.62660 ,0.01168 ,3.18502 ,3.18616 ,0.02596 ,3.93443 ,3.90911 ,0.01322 ,2285,0.05187 ,0.21958 ,0.52688 
22850000 ,2.55683 ,2.47547 ,0.00659 ,3.18502 ,3.19996 ,0.03328 ,3.93443 ,4.04249 ,0.01981 ,2286,0.02827 ,0.22053 ,0.53348 
22860000 ,2.55683 ,2.56542 ,0.05241 ,3.18502 ,3.13557 ,0.03374 ,3.93443 ,3.93974 ,0.04287 ,2287,0.03034 ,0.22760 ,0.53561 
22870000 ,2.55683 ,2.55004 ,0.03024 ,3.18502 ,3.18250 ,0.02690 ,3.93443 ,3.96366 ,0.04432 ,2288,0.03280 ,0.22898 ,0.52889 
22880000 ,2.55683 ,2.60283 ,0.03292 ,3.19053 ,3.17609 ,0.03239 ,3.93994 ,4.01374 ,0.02356 ,2289,0.05178 ,0.22910 ,0.49009 
22890000 ,2.55683 ,2.58061 ,0.02996 ,3.19053 ,3.20524 ,0.02785 ,3.93994 ,3.98316 ,0.02001 ,2290,0.05410 ,0.24620 ,0.50546 
22900000 ,2.55683 ,2.58996 ,0.03263 ,3.19053 ,3.20012 ,0.03966 ,3.93994 ,3.99828 ,0.02394 ,2291,0.05657 ,0.23341 ,0.51346 
22910000 ,2.56234 ,2.59473 ,0.01944 ,3.19053 ,3.13459 ,0.00216 ,3.93994 ,3.96151 ,0.02280 ,2292,0.04314 ,0.24356 ,0.50845 
22920000 ,2.56234 ,2.55115 ,0.02963 ,3.19053 ,3.19632 ,0.01400 ,3.93994 ,3.94989 ,0.01571 ,2293,0.05344 ,0.22497 ,0.49381 
22930000 ,2.56234 ,2.63264 ,0.04627 ,3.19604 ,3.21845 ,0.01755 ,3.94545 ,3.97046 ,0.03203 ,2294,0.03733 ,0.21930 ,0.50627 
22940000 ,2.56234 ,2.60563 ,0.02077 ,3.19604 ,3.14699 ,0.02369 ,3.94545 ,3.91346 ,0.01152 ,2295,0.04692 ,0.23461 ,0.51819 
22950000 ,2.56234 ,2.51722 ,0.02265 ,3.19604 ,3.19267 ,0.02787 ,3.94545 ,3.94837 ,0.00340 ,2296,0.05450 ,0.23034 ,0.51239 
22960000 ,2.56785 ,2.54216 ,0.03636 ,3.19604 ,3.23000 ,0.01971 ,3.94545 ,4.00654 ,0.01186 ,2297,0.05697 ,0.21482 ,0.49668 
22970000 ,2.56785 ,2.61261 ,0.03123 ,3.19604 ,3.18544 ,0.02686 ,3.95096 ,4.06434 ,0.08572 ,2298,0.04308 ,0.22870 ,0.48654 
22980000 ,2.56785 ,2.60011 ,0.02694 ,3.19604 ,3.26174 ,0.03959 ,3.95096 ,4.02983 ,0.02194 ,2299,0.03746 ,0.22593 ,0.50456 
22990000 ,2.56785 ,2.56213 ,0.02413 ,3.20155 ,3.27428 ,0.05704 ,3.95096 ,3.96330 ,0.05000 ,2300,0.03283 ,0.21041 ,0.49417 
23000000 ,2.56785 ,2.53319 ,0.01775 ,3.20155 ,3.22527 ,0.03497 ,3.95096 ,3.97151 ,0.01360 ,2301,0.02516 ,0.24432 ,0.50391 
23010000 ,2.57336 ,2.55785 ,0.03975 ,3.20155 ,3.23318 ,0.02765 ,3.95647 ,3.97523 ,0.01372 ,2302,0.05470 ,0.24157 ,0.49744 
23020000 ,2.57336 ,2.58952 ,0.02408 ,3.20155 ,3.21461 ,0.02907 ,3.95647 ,4.00189 ,0.02402 ,2303,0.06500 ,0.23053 ,0.49609 
23030000 ,2.57336 ,2.56981 ,0.03648 ,3.20706 ,3.22811 ,0.02662 ,3.95647 ,3.99313 ,0.02892 ,2304,0.05182 ,0.23533 ,0.50359 
23040000 ,2.57336 ,2.61270 ,0.03910 ,3.20706 ,3.21679 ,0.01040 ,3.95647 ,4.02037 ,0.02052 ,2305,0.04620 ,0.22816 ,0.51360 
23050000 ,2.57336 ,2.58357 ,0.02490 ,3.20706 ,3.21859 ,0.01594 ,3.95647 ,3.97005 ,0.04336 ,2306,0.02812 ,0.23179 ,0.50250 
23060000 ,2.57336 ,2.61164 ,0.01583 ,3.20706 ,3.22185 ,0.05637 ,3.96198 ,4.03435 ,0.04827 ,2307,0.05175 ,0.22873 ,0.50994 
23070000 ,2.57336 ,2.65518 ,0.03531 ,3.20706 ,3.25339 ,0.03987 ,3.96198 ,3.98907 ,0.00436 ,2308,0.04408 ,0.23353 ,0.51785 
23080000 ,2.57887 ,2.62397 ,0.00891 ,3.21257 ,3.23553 ,0.03015 ,3.96198 ,4.04557 ,0.03841 ,2309,0.03998 ,0.23728 ,0.50943 
23090000 ,2.57887 ,2.63638 ,0.03529 ,3.21257 ,3.20544 ,0.02776 ,3.96198 ,4.02695 ,0.02842 ,2310,0.02326 ,0.24091 ,0.51883 
23100000 ,2.57887 ,2.63951 ,0.03790 ,3.21257 ,3.20224 ,0.03293 ,3.96198 ,3.99556 ,0.01021 ,2311,0.02742 ,0.23023 ,0.52884 
23110000 ,2.57887 ,2.61756 ,0.02509 ,3.21257 ,3.24591 ,0.01550 ,3.96750 ,4.00316 ,0.03047 ,2312,0.01787 ,0.23472 ,0.52387 
23120000 ,2.57887 ,2.55500 ,0.02858 ,3.21257 ,3.26214 ,0.01239 ,3.96750 ,4.01020 ,0.00783 ,2313,0.02807 ,0.22536 ,0.52493 
23130000 ,2.58438 ,2.58626 ,0.03334 ,3.21808 ,3.17908 ,0.01198 ,3.96750 ,4.04031 ,0.03334 ,2314,0.00813 ,0.23309 ,0.49318 
23140000 ,2.58438 ,2.57090 ,0.04489 ,3.21808 ,3.21986 ,0.02407 ,3.97301 ,4.02973 ,0.03215 ,2315,0.02202 ,0.23034 ,0.50118 
23150000 ,2.58438 ,2.63266 ,0.01279 ,3.21808 ,3.17258 ,0.00689 ,3.97301 ,4.03341 ,0.05560 ,2316,0.01245 ,0.21931 ,0.49617 
23160000 ,2.58438 ,2.58205 ,0.02622 ,3.21808 ,3.20503 ,0.03326 ,3.97301 ,3.96297 ,0.04172 ,2317,0.02275 ,0.22410 ,0.49351 
23170000 ,2.58438 ,2.64204 ,0.04971 ,3.21808 ,3.24629 ,0.01663 ,3.97301 ,4.02328 ,0.02533 ,2318,0.02377 ,0.21694 ,0.50104 
23180000 ,2.58438 ,2.66262 ,0.02465 ,3.22359 ,3.23842 ,0.02698 ,3.97301 ,3.97742 ,0.02609 ,2319,0.00905 ,0.22057 ,0.48049 
23190000 ,2.58989 ,2.56644 ,0.03109 ,3.22359 ,3.21609 ,0.02868 ,3.97852 ,4.11382 ,0.02716 ,2320,0.01935 ,0.23240 ,0.49407 
23200000 ,2.58989 ,2.60793 ,0.02119 ,3.22359 ,3.27714 ,0.03606 ,3.97852 ,4.02066 ,0.01708 ,2321,0.01319 ,0.23720 ,0.49218 
23210000 ,2.58989 ,2.65041 ,0.02384 ,3.22359 ,3.19573 ,0.02553 ,3.97852 ,4.08561 ,0.01584 ,2322,0.02273 ,0.21975 ,0.49878 
23220000 ,2.58989 ,2.67207 ,0.02717 ,3.22359 ,3.23965 ,0.03178 ,3.97852 ,4.03985 ,0.03032 ,2323,0.02072 ,0.22210 ,0.49747 
23230000 ,2.58989 ,2.64002 ,0.02918 ,3.22910 ,3.16390 ,0.02806 ,3.97852 ,4.05153 ,0.00639 ,2324,0.03102 ,0.22690 ,0.49611 
23240000 ,2.59540 ,2.58746 ,0.02266 ,3.22910 ,3.24036 ,0.01824 ,3.98403 ,4.02994 ,0.05329 ,2325,0.03884 ,0.23066 ,0.50362 
23250000 ,2.59540 ,2.65312 ,0.02508 ,3.22910 ,3.23135 ,0.02466 ,3.98403 ,4.07426 ,0.03595 ,2326,0.01598 ,0.23429 ,0.51363 
23260000 ,2.59540 ,2.66418 ,0.03829 ,3.22910 ,3.23947 ,0.03491 ,3.98403 ,3.98215 ,0.03993 ,2327,0.02854 ,0.23139 ,0.51415 
23270000 ,2.59540 ,2.67911 ,0.02617 ,3.23461 ,3.27840 ,0.01945 ,3.98403 ,4.07669 ,0.04597 ,2328,0.04958 ,0.23588 ,0.52772 
23280000 ,2.60091 ,2.61949 ,0.02735 ,3.23461 ,3.23356 ,0.02272 ,3.98954 ,4.03561 ,0.03826 ,2329,0.04101 ,0.22652 ,0.51912 
23290000 ,2.60091 ,2.60562 ,0.03871 ,3.23461 ,3.30253 ,0.02395 ,3.98954 ,3.97242 ,0.00666 ,2330,0.03023 ,0.23425 ,0.53347 
23300000 ,2.60091 ,2.64389 ,0.03107 ,3.23461 ,3.23556 ,0.04185 ,3.98954 ,4.04647 ,0.02292 ,2331,0.03852 ,0.23150 ,0.53685 
23310000 ,2.60091 ,2.61211 ,0.01730 ,3.23461 ,3.23510 ,0.02318 ,3.98954 ,4.04114 ,0.00902 ,2332,0.04120 ,0.22046 ,0.52713 
23320000 ,2.60091 ,2.64188 ,0.03836 ,3.23461 ,3.23876 ,0.02267 ,3.99505 ,4.03356 ,0.04240 ,2333,0.04213 ,0.22526 ,0.53373 
23330000 ,2.60091 ,2.66125 ,0.01876 ,3.24012 ,3.21304 ,0.02412 ,3.99505 ,4.06043 ,0.04649 ,2334,0.05243 ,0.21810 ,0.53210 
23340000 ,2.60091 ,2.64845 ,0.01163 ,3.24012 ,3.21112 ,0.00860 ,3.99505 ,4.02308 ,0.02509 ,2335,0.03925 ,0.22172 ,0.54211 
23350000 ,2.60642 ,2.63388 ,0.01563 ,3.24012 ,3.23220 ,0.01598 ,3.99505 ,4.03165 ,0.00665 ,2336,0.03362 ,0.23356 ,0.54082 
23360000 ,2.60642 ,2.65980 ,0.03082 ,3.24012 ,3.21404 ,0.01234 ,3.99505 ,4.00063 ,0.01744 ,2337,0.01555 ,0.23836 ,0.54419 
23370000 ,2.60642 ,2.68275 ,0.02909 ,3.24012 ,3.29758 ,0.03270 ,4.00056 ,4.05610 ,0.01223 ,2338,0.03677 ,0.22780 ,0.48352 
23380000 ,2.60642 ,2.65377 ,0.01994 ,3.24563 ,3.28881 ,0.02537 ,4.00056 ,3.96244 ,0.00121 ,2339,0.01682 ,0.23260 ,0.50154 
23390000 ,2.60642 ,2.64126 ,0.01655 ,3.24563 ,3.24836 ,0.02593 ,4.00056 ,4.03052 ,0.01210 ,2340,0.03072 ,0.23160 ,0.48340 
23400000 ,2.60642 ,2.63714 ,0.01984 ,3.24563 ,3.23174 ,0.01554 ,4.00607 ,4.07172 ,0.04017 ,2341,0.02115 ,0.22741 ,0.49698 
23410000 ,2.61193 ,2.60764 ,0.03092 ,3.24563 ,3.27819 ,0.02902 ,4.00607 ,4.06956 ,0.04149 ,2342,0.03145 ,0.22976 ,0.49799 
23420000 ,2.61193 ,2.65613 ,0.04210 ,3.24563 ,3.24065 ,0.00973 ,4.00607 ,4.03018 ,0.02796 ,2343,0.03466 ,0.23456 ,0.49128 
23430000 ,2.61193 ,2.63261 ,0.02121 ,3.25114 ,3.27727 ,0.01891 ,4.00607 ,3.99900 ,0.00274 ,2344,0.04901 ,0.23831 ,0.48883 
23440000 ,2.61193 ,2.66179 ,0.01533 ,3.25114 ,3.20781 ,0.02257 ,4.00607 ,4.05209 ,0.02457 ,2345,0.04043 ,0.24194 ,0.49626 
23450000 ,2.61745 ,2.69622 ,0.01134 ,3.25114 ,3.25338 ,0.05139 ,4.00607 ,4.01977 ,0.00738 ,2346,0.02965 ,0.20078 ,0.50418 
23460000 ,2.61745 ,2.55802 ,0.03028 ,3.25114 ,3.23278 ,0.02829 ,4.01158 ,4.13156 ,0.04950 ,2347,0.03795 ,0.19847 ,0.50023 
23470000 ,2.61745 ,2.66128 ,0.02104 ,3.25665 ,3.24077 ,0.02352 ,4.01158 ,3.97958 ,0.00492 ,2348,0.04280 ,0.21656 ,0.51381 
23480000 ,2.61745 ,2.70997 ,0.03304 ,3.25665 ,3.21532 ,0.02220 ,4.01158 ,4.02941 ,0.01922 ,2349,0.04085 ,0.21516 ,0.50520 
23490000 ,2.61745 ,2.62333 ,0.00773 ,3.25665 ,3.24785 ,0.00949 ,4.01158 ,4.04643 ,0.03262 ,2350,0.04905 ,0.20287 ,0.51955 
23500000 ,2.61745 ,2.67207 ,0.03481 ,3.25665 ,3.26551 ,0.01690 ,4.01709 ,4.08693 ,0.02346 ,2351,0.05644 ,0.20143 ,0.52293 
23510000 ,2.61745 ,2.57767 ,0.00794 ,3.25665 ,3.22626 ,0.03053 ,4.01709 ,4.14412 ,0.00259 ,2352,0.06674 ,0.20449 ,0.52197 
23520000 ,2.62296 ,2.64773 ,0.02451 ,3.26216 ,3.22034 ,0.00874 ,4.01709 ,4.07020 ,0.03424 ,2353,0.05036 ,0.20219 ,0.53346 
23530000 ,2.62296 ,2.67783 ,0.02183 ,3.26216 ,3.31530 ,0.01628 ,4.01709 ,4.05225 ,0.02193 ,2354,0.04088 ,0.20042 ,0.52496 
23540000 ,2.62296 ,2.61242 ,0.03429 ,3.26216 ,3.24440 ,0.00983 ,4.02260 ,4.05481 ,0.01636 ,2355,0.03151 ,0.19899 ,0.51824 
23550000 ,2.62296 ,2.69481 ,0.02446 ,3.26216 ,3.25087 ,0.04464 ,4.02260 ,4.01797 ,0.01867 ,2356,0.04180 ,0.20175 ,0.52433 
23560000 ,2.62296 ,2.66156 ,0.02673 ,3.26216 ,3.27374 ,0.01481 ,4.02260 ,4.03124 ,0.01628 ,2357,0.02732 ,0.21157 ,0.52539 
23570000 ,2.62296 ,2.56424 ,0.02263 ,3.26216 ,3.29685 ,0.03841 ,4.02260 ,4.10420 ,0.00313 ,2358,0.04241 ,0.20926 ,0.52671 
23580000 ,2.62847 ,2.57293 ,0.02048 ,3.26767 ,3.26823 ,0.01964 ,4.02811 ,4.06861 ,0.02560 ,2359,0.05271 ,0.20884 ,0.53008 
23590000 ,2.62847 ,2.71080 ,0.01313 ,3.26767 ,3.24193 ,0.02516 ,4.02811 ,4.11176 ,0.03450 ,2360,0.03953 ,0.19354 ,0.50192 
23600000 ,2.62847 ,2.62494 ,0.01602 ,3.26767 ,3.27447 ,0.01418 ,4.02811 ,4.08632 ,0.00801 ,2361,0.03391 ,0.19123 ,0.50836 
23610000 ,2.62847 ,2.65743 ,0.03229 ,3.26767 ,3.28291 ,0.01023 ,4.02811 ,4.14827 ,0.00887 ,2362,0.01584 ,0.21330 ,0.51036 
23620000 ,2.63398 ,2.61738 ,0.01876 ,3.27318 ,3.25192 ,0.01950 ,4.02811 ,4.07282 ,0.00426 ,2363,0.06147 ,0.21191 ,0.51002 
23630000 ,2.63398 ,2.65041 ,0.00924 ,3.27318 ,3.31669 ,0.02578 ,4.03362 ,4.10086 ,0.03385 ,2364,0.05807 ,0.20526 ,0.52422 
23640000 ,2.63398 ,2.65749 ,0.03786 ,3.27318 ,3.22258 ,0.02867 ,4.03362 ,4.00722 ,0.01312 ,2365,0.03740 ,0.20453 ,0.51720 
23650000 ,2.63398 ,2.68852 ,0.00645 ,3.27318 ,3.24198 ,0.00213 ,4.03362 ,4.07929 ,0.03411 ,2366,0.02645 ,0.21455 ,0.52328 
23660000 ,2.63398 ,2.64126 ,0.01925 ,3.27318 ,3.28890 ,0.02369 ,4.03362 ,4.08429 ,0.00526 ,2367,0.00777 ,0.21185 ,0.52435 
23670000 ,2.63949 ,2.68654 ,0.00294 ,3.27869 ,3.26815 ,0.02581 ,4.03913 ,4.14679 ,0.01071 ,2368,0.01273 ,0.21266 ,0.52567 
23680000 ,2.63949 ,2.66499 ,0.03750 ,3.27869 ,3.28919 ,0.01118 ,4.03913 ,4.06518 ,0.02915 ,2369,0.04521 ,0.21194 ,0.52904 
23690000 ,2.63949 ,2.61832 ,0.01051 ,3.27869 ,3.25949 ,0.02007 ,4.03913 ,4.11069 ,0.04216 ,2370,0.02526 ,0.20129 ,0.49533 
23700000 ,2.63949 ,2.62626 ,0.05097 ,3.27869 ,3.27148 ,0.00767 ,4.03913 ,4.07000 ,0.02490 ,2371,0.03915 ,0.20736 ,0.50333 
23710000 ,2.63949 ,2.67190 ,0.00543 ,3.27869 ,3.30178 ,0.02576 ,4.04464 ,4.10620 ,0.03514 ,2372,0.02959 ,0.22297 ,0.49833 
23720000 ,2.63949 ,2.67741 ,0.03038 ,3.28420 ,3.26542 ,0.04403 ,4.04464 ,4.10018 ,0.01551 ,2373,0.03989 ,0.22067 ,0.50020 
23730000 ,2.64500 ,2.61674 ,0.00707 ,3.28420 ,3.28306 ,0.02076 ,4.04464 ,4.14989 ,0.00439 ,2374,0.02839 ,0.23609 ,0.50820 
23740000 ,2.64500 ,2.63275 ,0.02437 ,3.28420 ,3.28037 ,0.00230 ,4.04464 ,4.08916 ,0.03861 ,2375,0.03335 ,0.23340 ,0.49542 
23750000 ,2.64500 ,2.64315 ,0.04292 ,3.28420 ,3.27433 ,0.01378 ,4.04464 ,4.07275 ,0.00125 ,2376,0.02892 ,0.21660 ,0.50945 
23760000 ,2.64500 ,2.68169 ,0.02814 ,3.28972 ,3.27855 ,0.02141 ,4.05015 ,4.08807 ,0.01237 ,2377,0.04281 ,0.22267 ,0.50257 
23770000 ,2.65051 ,2.71130 ,0.01865 ,3.28972 ,3.31617 ,0.04138 ,4.05015 ,4.13320 ,0.03864 ,2378,0.03003 ,0.21267 ,0.50917 
23780000 ,2.65051 ,2.65876 ,0.02581 ,3.28972 ,3.31306 ,0.03549 ,4.05015 ,4.07335 ,0.04699 ,2379,0.03962 ,0.21195 ,0.51673 
23790000 ,2.65051 ,2.66806 ,0.02678 ,3.28972 ,3.25828 ,0.01054 ,4.05015 ,4.11067 ,0.01829 ,2380,0.04795 ,0.20130 ,0.51739 
23800000 ,2.65051 ,2.60621 ,0.03320 ,3.28972 ,3.25832 ,0.03188 ,4.05566 ,4.13874 ,0.04067 ,2381,0.05041 ,0.20737 ,0.52398 
23810000 ,2.65051 ,2.70080 ,0.02462 ,3.29523 ,3.27970 ,0.00522 ,4.05566 ,4.10454 ,0.01719 ,2382,0.03699 ,0.21518 ,0.49523 
23820000 ,2.65051 ,2.69641 ,0.03741 ,3.29523 ,3.27943 ,0.01875 ,4.05566 ,4.10040 ,0.03204 ,2383,0.04729 ,0.22125 ,0.47818 
23830000 ,2.65602 ,2.65398 ,0.01543 ,3.29523 ,3.31495 ,0.02665 ,4.05566 ,4.10836 ,0.02904 ,2384,0.03117 ,0.20047 ,0.49678 
23840000 ,2.65602 ,2.72536 ,0.03878 ,3.29523 ,3.33464 ,0.02138 ,4.06117 ,4.02844 ,0.01365 ,2385,0.04076 ,0.19817 ,0.49114 
23850000 ,2.65602 ,2.65195 ,0.01190 ,3.29523 ,3.26505 ,0.01779 ,4.06117 ,4.13205 ,0.01386 ,2386,0.04635 ,0.19774 ,0.49867 
23860000 ,2.65602 ,2.71152 ,0.02712 ,3.30074 ,3.33836 ,0.02737 ,4.06117 ,4.06825 ,0.00930 ,2387,0.04362 ,0.21877 ,0.47813 
23870000 ,2.65602 ,2.69361 ,0.01020 ,3.30074 ,3.28847 ,0.02183 ,4.06117 ,4.10315 ,0.03893 ,2388,0.05321 ,0.21647 ,0.49170 
23880000 ,2.65602 ,2.68845 ,0.01165 ,3.30074 ,3.32956 ,0.00954 ,4.06117 ,4.14150 ,0.00248 ,2389,0.04696 ,0.23189 ,0.48981 
23890000 ,2.66153 ,2.68360 ,0.03516 ,3.30074 ,3.40059 ,0.03448 ,4.06668 ,4.03040 ,0.02165 ,2390,0.03013 ,0.22920 ,0.49641 
23900000 ,2.66153 ,2.64510 ,0.03185 ,3.30074 ,3.26023 ,0.04372 ,4.06668 ,4.22253 ,0.03374 ,2391,0.03203 ,0.21240 ,0.49599 
23910000 ,2.66153 ,2.68339 ,0.02073 ,3.30625 ,3.31953 ,0.02661 ,4.06668 ,4.15577 ,0.01944 ,2392,0.04162 ,0.21847 ,0.49443 
23920000 ,2.66153 ,2.62258 ,0.02163 ,3.30625 ,3.35796 ,0.02687 ,4.07219 ,4.15921 ,0.00308 ,2393,0.03128 ,0.21236 ,0.50819 
23930000 ,2.66153 ,2.69413 ,0.01393 ,3.30625 ,3.30782 ,0.02721 ,4.07219 ,4.18008 ,0.01258 ,2394,0.03697 ,0.21843 ,0.51285 
23940000 ,2.66704 ,2.75016 ,0.02506 ,3.30625 ,3.37160 ,0.04235 ,4.07219 ,4.11034 ,0.01149 ,2395,0.02930 ,0.21927 ,0.51402 
23950000 ,2.66704 ,2.68777 ,0.03770 ,3.30625 ,3.28595 ,0.01817 ,4.07219 ,4.12814 ,0.04249 ,2396,0.05601 ,0.21696 ,0.50776 
23960000 ,2.66704 ,2.69756 ,0.01611 ,3.31176 ,3.31288 ,0.01704 ,4.07219 ,4.19918 ,0.00704 ,2397,0.04744 ,0.21728 ,0.52636 
23970000 ,2.66704 ,2.69222 ,0.03584 ,3.31176 ,3.33107 ,0.04469 ,4.07770 ,4.09609 ,0.01536 ,2398,0.03665 ,0.21588 ,0.52057 
23980000 ,2.66704 ,2.71360 ,0.00549 ,3.31176 ,3.28424 ,0.03958 ,4.07770 ,4.06040 ,0.01935 ,2399,0.04495 ,0.20457 ,0.53433 
23990000 ,2.66704 ,2.70522 ,0.02110 ,3.31176 ,3.34460 ,0.04348 ,4.07770 ,4.17259 ,0.01805 ,2400,0.04178 ,0.22684 ,0.52479 
24000000 ,2.67255 ,2.67200 ,0.01589 ,3.31727 ,3.36296 ,0.03845 ,4.07770 ,4.10024 ,0.01892 ,2401,0.04674 ,0.20915 ,0.52585 
24010000 ,2.67255 ,2.66774 ,0.03337 ,3.31727 ,3.31384 ,0.01096 ,4.07770 ,4.14536 ,0.02313 ,2402,0.03769 ,0.22067 ,0.51096 
24020000 ,2.67255 ,2.67372 ,0.04317 ,3.31727 ,3.36207 ,0.03255 ,4.08322 ,4.13051 ,0.00674 ,2403,0.05694 ,0.21144 ,0.51756 
24030000 ,2.67255 ,2.72092 ,0.00596 ,3.31727 ,3.28764 ,0.03797 ,4.08322 ,4.18305 ,0.01437 ,2404,0.05940 ,0.20693 ,0.52111 
24040000 ,2.67255 ,2.73117 ,0.01331 ,3.31727 ,3.36806 ,0.01241 ,4.08322 ,4.08665 ,0.03729 ,2405,0.04284 ,0.20209 ,0.49277 
24050000 ,2.67806 ,2.76674 ,0.01204 ,3.32278 ,3.26339 ,0.01631 ,4.08873 ,4.10254 ,0.02320 ,2406,0.03975 ,0.20849 ,0.50076 
24060000 ,2.67806 ,2.72212 ,0.02910 ,3.32278 ,3.33460 ,0.01539 ,4.08873 ,4.12074 ,0.02059 ,2407,0.01980 ,0.22002 ,0.49576 
24070000 ,2.67806 ,2.65355 ,0.04466 ,3.32278 ,3.35212 ,0.05546 ,4.08873 ,4.20690 ,0.01310 ,2408,0.03369 ,0.19750 ,0.49310 
24080000 ,2.67806 ,2.69729 ,0.02588 ,3.32278 ,3.34185 ,0.01484 ,4.08873 ,4.09995 ,0.01011 ,2409,0.02413 ,0.20684 ,0.50063 
