"S(0,0)","S_NAG(0,0)"
0.03818 ,0.03172 
-0.13606 ,0.03172 
-0.13516 ,0.03172 
-0.12754 ,0.03173 
-0.14907 ,0.03173 
-0.07596 ,0.03173 
-0.09022 ,0.03173 
-0.09589 ,0.03173 
-0.03769 ,0.03173 
-0.07240 ,0.03173 
-0.11812 ,0.03173 
-0.11320 ,0.03173 
-0.07410 ,0.03173 
-0.09635 ,0.03173 
-0.05196 ,0.03174 
-0.03669 ,0.03174 
-0.13804 ,0.03174 
-0.05572 ,0.03174 
-0.11640 ,0.03174 
-0.06193 ,0.03174 
0.02124 ,0.03174 
-0.12683 ,0.03174 
-0.06128 ,0.03175 
-0.15358 ,0.03175 
-0.10221 ,0.03175 
-0.10682 ,0.03175 
0.06096 ,0.03175 
-0.03472 ,0.03175 
-0.13353 ,0.03175 
-0.15386 ,0.03175 
-0.15360 ,0.03175 
-0.05367 ,0.03175 
-0.08530 ,0.03176 
-0.12412 ,0.03176 
-0.14748 ,0.03176 
-0.14783 ,0.03176 
-0.09864 ,0.03176 
-0.11766 ,0.03176 
-0.08097 ,0.03176 
-0.11912 ,0.03176 
-0.11909 ,0.03176 
-0.03442 ,0.03176 
-0.12721 ,0.03176 
-0.13225 ,0.03176 
-0.12172 ,0.03177 
0.05171 ,0.03177 
-0.13036 ,0.03177 
-0.12839 ,0.03177 
-0.10147 ,0.03177 
-0.15457 ,0.03177 
-0.13364 ,0.03177 
-0.15998 ,0.03178 
-0.14321 ,0.03178 
-0.08667 ,0.03178 
-0.11596 ,0.03178 
-0.09707 ,0.03178 
-0.11952 ,0.03178 
-0.11755 ,0.03178 
-0.12412 ,0.03178 
-0.12598 ,0.03178 
-0.06625 ,0.03178 
-0.01891 ,0.03178 
-0.12529 ,0.03178 
-0.06459 ,0.03178 
-0.14193 ,0.03178 
-0.10080 ,0.03178 
-0.15523 ,0.03178 
-0.05799 ,0.03179 
-0.04638 ,0.03179 
-0.04644 ,0.03179 
-0.09314 ,0.03179 
-0.10566 ,0.03179 
-0.07203 ,0.03179 
0.05386 ,0.03179 
-0.12410 ,0.03179 
-0.04252 ,0.03179 
-0.09928 ,0.03179 
-0.12966 ,0.03180 
-0.12677 ,0.03180 
0.08846 ,0.03180 
-0.00281 ,0.03180 
-0.15723 ,0.03180 
-0.07533 ,0.03180 
-0.12281 ,0.03180 
-0.05379 ,0.03180 
0.03889 ,0.03180 
-0.08092 ,0.03180 
0.02346 ,0.03181 
-0.11296 ,0.03181 
0.07373 ,0.03181 
-0.12620 ,0.03181 
0.00586 ,0.03181 
0.05045 ,0.03181 
-0.00743 ,0.03181 
-0.12147 ,0.03181 
-0.11423 ,0.03181 
0.06140 ,0.03181 
-0.14010 ,0.03181 
-0.02426 ,0.03181 
-0.08879 ,0.03181 
-0.13382 ,0.03181 
0.04611 ,0.03181 
-0.11564 ,0.03182 
-0.13634 ,0.03182 
-0.14498 ,0.03182 
-0.05036 ,0.03182 
-0.12050 ,0.03182 
-0.10906 ,0.03182 
-0.11116 ,0.03182 
0.04969 ,0.03182 
-0.08104 ,0.03182 
-0.14137 ,0.03182 
-0.09001 ,0.03183 
-0.12298 ,0.03183 
-0.09308 ,0.03183 
-0.07086 ,0.03183 
-0.07948 ,0.03183 
-0.10222 ,0.03183 
-0.00491 ,0.03183 
0.06046 ,0.03183 
0.02521 ,0.03183 
-0.01414 ,0.03183 
-0.01593 ,0.03183 
-0.15511 ,0.03183 
-0.14010 ,0.03183 
-0.13498 ,0.03183 
0.05159 ,0.03183 
-0.14486 ,0.03184 
-0.06873 ,0.03184 
-0.12306 ,0.03184 
-0.13620 ,0.03184 
-0.10548 ,0.03184 
-0.01450 ,0.03184 
-0.10199 ,0.03185 
0.01855 ,0.03185 
-0.06045 ,0.03185 
-0.15202 ,0.03185 
0.03230 ,0.03185 
-0.07432 ,0.03185 
0.06267 ,0.03185 
0.00784 ,0.03185 
-0.12100 ,0.03185 
-0.13429 ,0.03185 
-0.14397 ,0.03186 
-0.02966 ,0.03186 
-0.09464 ,0.03186 
-0.09087 ,0.03186 
0.06690 ,0.03186 
-0.07233 ,0.03187 
-0.13184 ,0.03187 
0.03123 ,0.03187 
-0.09579 ,0.03187 
-0.03811 ,0.03187 
-0.17914 ,0.03187 
-0.12815 ,0.03187 
-0.12324 ,0.03187 
-0.04851 ,0.03187 
0.00590 ,0.03187 
0.04842 ,0.03188 
-0.10573 ,0.03188 
-0.13376 ,0.03188 
-0.02760 ,0.03188 
-0.11027 ,0.03188 
-0.10723 ,0.03188 
-0.08212 ,0.03188 
-0.10005 ,0.03188 
0.03790 ,0.03188 
-0.01330 ,0.03188 
-0.11205 ,0.03188 
-0.15397 ,0.03188 
-0.09089 ,0.03189 
-0.00430 ,0.03189 
-0.14003 ,0.03189 
-0.12620 ,0.03189 
-0.01769 ,0.03189 
-0.13288 ,0.03189 
-0.06016 ,0.03189 
-0.11925 ,0.03189 
0.06377 ,0.03189 
0.00777 ,0.03189 
-0.12407 ,0.03190 
-0.02101 ,0.03190 
-0.08331 ,0.03190 
-0.03688 ,0.03190 
-0.04068 ,0.03190 
-0.14575 ,0.03190 
0.03132 ,0.03190 
-0.00607 ,0.03190 
-0.05212 ,0.03190 
0.04132 ,0.03190 
-0.06660 ,0.03190 
0.08785 ,0.03190 
-0.15710 ,0.03190 
-0.09597 ,0.03191 
-0.13906 ,0.03191 
-0.15097 ,0.03191 
-0.03701 ,0.03191 
-0.06903 ,0.03191 
0.02883 ,0.03191 
-0.02278 ,0.03191 
-0.10303 ,0.03191 
0.01116 ,0.03191 
-0.13786 ,0.03191 
0.00704 ,0.03191 
-0.13715 ,0.03191 
0.00407 ,0.03192 
-0.01342 ,0.03192 
0.01365 ,0.03192 
-0.12912 ,0.03192 
-0.14317 ,0.03192 
0.04262 ,0.03192 
-0.15159 ,0.03192 
-0.04257 ,0.03192 
-0.11989 ,0.03192 
0.04400 ,0.03192 
-0.06526 ,0.03192 
-0.14486 ,0.03193 
0.03339 ,0.03193 
-0.09094 ,0.03193 
-0.12300 ,0.03193 
-0.07964 ,0.03193 
-0.01466 ,0.03193 
-0.13223 ,0.03193 
-0.00003 ,0.03193 
-0.13293 ,0.03193 
-0.09802 ,0.03193 
0.02559 ,0.03193 
-0.00256 ,0.03193 
-0.12967 ,0.03194 
-0.13877 ,0.03194 
-0.13451 ,0.03194 
-0.13031 ,0.03194 
-0.10956 ,0.03194 
-0.13262 ,0.03194 
-0.11023 ,0.03194 
-0.11617 ,0.03194 
-0.15292 ,0.03195 
-0.05168 ,0.03195 
0.03712 ,0.03195 
-0.11511 ,0.03195 
-0.13315 ,0.03195 
-0.06528 ,0.03195 
0.03413 ,0.03195 
0.11182 ,0.03195 
-0.05683 ,0.03195 
-0.11554 ,0.03195 
-0.11674 ,0.03196 
0.02523 ,0.03196 
-0.09874 ,0.03196 
-0.09546 ,0.03196 
-0.02724 ,0.03196 
0.01836 ,0.03196 
-0.12216 ,0.03196 
-0.12895 ,0.03196 
-0.00991 ,0.03196 
-0.10181 ,0.03196 
-0.05657 ,0.03196 
-0.07946 ,0.03196 
-0.15650 ,0.03196 
0.05671 ,0.03196 
0.04801 ,0.03196 
-0.12534 ,0.03197 
-0.04356 ,0.03197 
-0.01824 ,0.03197 
0.03234 ,0.03197 
0.03179 ,0.03197 
0.00708 ,0.03197 
-0.05066 ,0.03197 
-0.12204 ,0.03197 
0.01776 ,0.03197 
-0.08040 ,0.03197 
0.00982 ,0.03197 
-0.00298 ,0.03198 
-0.14237 ,0.03198 
-0.14630 ,0.03198 
-0.00867 ,0.03198 
0.04685 ,0.03198 
-0.14026 ,0.03198 
-0.06836 ,0.03198 
0.01718 ,0.03198 
0.00807 ,0.03198 
-0.17101 ,0.03199 
-0.05945 ,0.03199 
-0.12188 ,0.03199 
-0.03644 ,0.03199 
-0.05201 ,0.03199 
-0.10876 ,0.03199 
-0.09513 ,0.03199 
-0.13903 ,0.03199 
-0.13362 ,0.03200 
0.02874 ,0.03200 
0.06240 ,0.03200 
-0.11176 ,0.03200 
0.00915 ,0.03200 
-0.14294 ,0.03200 
-0.14460 ,0.03200 
0.00758 ,0.03200 
-0.00697 ,0.03200 
0.00652 ,0.03200 
-0.10356 ,0.03200 
-0.06195 ,0.03200 
-0.11109 ,0.03200 
-0.13408 ,0.03200 
-0.02178 ,0.03200 
-0.14501 ,0.03200 
-0.04722 ,0.03201 
-0.10947 ,0.03201 
-0.12184 ,0.03201 
-0.09639 ,0.03201 
0.01227 ,0.03201 
0.00059 ,0.03201 
-0.07278 ,0.03201 
-0.09151 ,0.03201 
-0.13346 ,0.03201 
-0.14019 ,0.03201 
-0.12209 ,0.03201 
-0.09948 ,0.03202 
-0.00134 ,0.03202 
0.04265 ,0.03202 
-0.04585 ,0.03202 
-0.15253 ,0.03202 
-0.12599 ,0.03202 
-0.11652 ,0.03202 
-0.10920 ,0.03202 
-0.05854 ,0.03202 
-0.10991 ,0.03202 
-0.03743 ,0.03202 
-0.11075 ,0.03202 
-0.13540 ,0.03202 
-0.10137 ,0.03202 
0.00092 ,0.03202 
-0.04466 ,0.03202 
0.01020 ,0.03202 
-0.09955 ,0.03203 
-0.14742 ,0.03203 
0.02925 ,0.03203 
-0.15198 ,0.03203 
-0.13554 ,0.03203 
-0.11783 ,0.03203 
0.00887 ,0.03203 
0.05679 ,0.03203 
-0.04992 ,0.03203 
-0.14617 ,0.03203 
-0.04034 ,0.03203 
-0.12759 ,0.03203 
0.00233 ,0.03203 
-0.12892 ,0.03203 
-0.13104 ,0.03203 
0.03269 ,0.03204 
-0.13061 ,0.03204 
-0.08259 ,0.03204 
0.02981 ,0.03204 
-0.04506 ,0.03204 
-0.05257 ,0.03204 
-0.10010 ,0.03204 
-0.14079 ,0.03204 
0.01726 ,0.03204 
-0.09204 ,0.03204 
-0.09718 ,0.03205 
0.04849 ,0.03205 
-0.07370 ,0.03205 
0.08992 ,0.03205 
0.01279 ,0.03205 
0.05821 ,0.03205 
-0.12979 ,0.03205 
-0.13917 ,0.03205 
-0.07377 ,0.03205 
0.00861 ,0.03205 
-0.11933 ,0.03205 
-0.09784 ,0.03206 
-0.14802 ,0.03206 
-0.11591 ,0.03206 
0.06886 ,0.03206 
-0.12398 ,0.03206 
-0.11900 ,0.03206 
0.00085 ,0.03206 
-0.12296 ,0.03206 
-0.08321 ,0.03206 
-0.08583 ,0.03206 
0.04187 ,0.03206 
0.02558 ,0.03206 
-0.01262 ,0.03206 
-0.06494 ,0.03207 
-0.15804 ,0.03207 
0.04451 ,0.03207 
-0.11042 ,0.03207 
-0.08583 ,0.03207 
-0.02646 ,0.03207 
-0.01959 ,0.03207 
-0.11534 ,0.03207 
-0.10061 ,0.03207 
-0.02035 ,0.03207 
-0.14381 ,0.03207 
-0.01801 ,0.03208 
-0.14740 ,0.03208 
-0.11295 ,0.03208 
0.01853 ,0.03208 
0.05306 ,0.03208 
-0.14744 ,0.03208 
-0.10296 ,0.03208 
-0.11308 ,0.03208 
0.08697 ,0.03208 
-0.12187 ,0.03208 
-0.09873 ,0.03208 
0.04082 ,0.03208 
0.01994 ,0.03208 
-0.13559 ,0.03209 
-0.00308 ,0.03209 
-0.14813 ,0.03209 
-0.11308 ,0.03209 
-0.00448 ,0.03209 
-0.00930 ,0.03209 
-0.13053 ,0.03209 
-0.09090 ,0.03209 
-0.16706 ,0.03209 
-0.10700 ,0.03210 
-0.03405 ,0.03210 
-0.15539 ,0.03210 
-0.13171 ,0.03210 
0.09880 ,0.03210 
-0.12799 ,0.03210 
-0.05354 ,0.03210 
-0.12240 ,0.03210 
-0.13750 ,0.03210 
0.07730 ,0.03210 
-0.11015 ,0.03210 
0.04995 ,0.03210 
-0.08995 ,0.03210 
-0.11154 ,0.03211 
-0.04255 ,0.03211 
-0.08051 ,0.03211 
-0.11793 ,0.03211 
-0.11793 ,0.03211 
-0.16609 ,0.03211 
-0.06545 ,0.03211 
-0.04801 ,0.03211 
-0.06291 ,0.03211 
-0.10474 ,0.03211 
-0.03787 ,0.03211 
0.02469 ,0.03211 
-0.10345 ,0.03211 
-0.14670 ,0.03211 
-0.03830 ,0.03212 
-0.05833 ,0.03212 
-0.11068 ,0.03212 
-0.12448 ,0.03212 
0.03193 ,0.03212 
-0.13925 ,0.03212 
-0.05197 ,0.03212 
-0.05875 ,0.03212 
-0.09820 ,0.03212 
-0.10239 ,0.03212 
-0.10903 ,0.03212 
-0.14294 ,0.03213 
0.06787 ,0.03213 
-0.08374 ,0.03213 
-0.16079 ,0.03213 
-0.09475 ,0.03213 
0.01942 ,0.03213 
-0.04329 ,0.03213 
-0.12837 ,0.03213 
-0.15410 ,0.03213 
-0.14028 ,0.03213 
-0.04491 ,0.03213 
-0.12237 ,0.03214 
-0.10991 ,0.03214 
-0.10288 ,0.03214 
-0.04166 ,0.03214 
0.01553 ,0.03215 
0.01241 ,0.03215 
-0.09722 ,0.03215 
-0.08051 ,0.03215 
-0.11241 ,0.03215 
-0.07113 ,0.03215 
-0.03576 ,0.03215 
0.08880 ,0.03215 
-0.12309 ,0.03215 
-0.11238 ,0.03215 
-0.04376 ,0.03215 
-0.09670 ,0.03215 
-0.02327 ,0.03215 
-0.15627 ,0.03215 
0.07198 ,0.03215 
-0.07638 ,0.03215 
0.05353 ,0.03215 
0.03380 ,0.03215 
-0.10375 ,0.03216 
-0.02657 ,0.03216 
-0.13100 ,0.03216 
0.05537 ,0.03216 
-0.15638 ,0.03216 
0.05604 ,0.03216 
-0.10591 ,0.03216 
0.04834 ,0.03216 
-0.06141 ,0.03216 
-0.10605 ,0.03216 
-0.08043 ,0.03216 
-0.01197 ,0.03216 
-0.15440 ,0.03216 
0.01847 ,0.03216 
-0.10124 ,0.03216 
-0.06651 ,0.03216 
-0.11354 ,0.03216 
0.03343 ,0.03217 
-0.09234 ,0.03217 
0.00676 ,0.03217 
-0.13910 ,0.03217 
-0.05505 ,0.03217 
-0.06469 ,0.03217 
-0.06929 ,0.03217 
-0.11795 ,0.03218 
-0.13329 ,0.03218 
-0.14662 ,0.03218 
-0.13273 ,0.03218 
-0.09778 ,0.03218 
0.03505 ,0.03218 
-0.12853 ,0.03218 
-0.08797 ,0.03218 
-0.10364 ,0.03218 
-0.00165 ,0.03218 
-0.09234 ,0.03219 
-0.00748 ,0.03219 
0.00994 ,0.03219 
-0.13235 ,0.03219 
-0.13858 ,0.03219 
-0.13130 ,0.03219 
-0.13658 ,0.03219 
-0.08783 ,0.03219 
-0.12243 ,0.03219 
-0.11167 ,0.03219 
-0.10286 ,0.03219 
-0.09848 ,0.03219 
0.06030 ,0.03219 
-0.08655 ,0.03219 
-0.10195 ,0.03219 
-0.11752 ,0.03219 
-0.17714 ,0.03219 
-0.15576 ,0.03219 
-0.09365 ,0.03219 
-0.06740 ,0.03219 
-0.09911 ,0.03219 
-0.11510 ,0.03220 
-0.12761 ,0.03220 
-0.09991 ,0.03220 
-0.10628 ,0.03220 
-0.14382 ,0.03220 
-0.09312 ,0.03220 
-0.09861 ,0.03220 
-0.04833 ,0.03220 
-0.08403 ,0.03220 
-0.14612 ,0.03220 
0.01870 ,0.03220 
-0.14814 ,0.03220 
-0.02423 ,0.03221 
0.01786 ,0.03221 
-0.06486 ,0.03221 
-0.14445 ,0.03221 
-0.12686 ,0.03221 
-0.06715 ,0.03221 
0.04926 ,0.03221 
-0.14505 ,0.03221 
-0.12104 ,0.03221 
-0.13112 ,0.03221 
0.04791 ,0.03221 
-0.08653 ,0.03221 
-0.11029 ,0.03222 
-0.05612 ,0.03222 
-0.11464 ,0.03222 
-0.07030 ,0.03222 
0.03192 ,0.03222 
-0.12267 ,0.03222 
-0.05550 ,0.03222 
-0.11871 ,0.03223 
-0.08573 ,0.03223 
0.00400 ,0.03223 
-0.10741 ,0.03223 
0.10989 ,0.03223 
0.03367 ,0.03223 
-0.07471 ,0.03223 
0.06047 ,0.03223 
-0.06767 ,0.03223 
-0.14373 ,0.03223 
-0.12397 ,0.03223 
-0.04513 ,0.03223 
-0.07932 ,0.03223 
-0.03193 ,0.03223 
-0.13132 ,0.03223 
-0.08879 ,0.03224 
0.08762 ,0.03224 
-0.13469 ,0.03224 
-0.02460 ,0.03224 
-0.03190 ,0.03224 
-0.08700 ,0.03224 
-0.10756 ,0.03224 
-0.13884 ,0.03224 
0.01758 ,0.03224 
0.04859 ,0.03224 
0.00167 ,0.03225 
-0.13512 ,0.03225 
-0.00415 ,0.03225 
-0.10048 ,0.03225 
-0.11719 ,0.03225 
-0.12241 ,0.03225 
-0.15723 ,0.03225 
-0.14378 ,0.03225 
-0.13197 ,0.03225 
-0.02038 ,0.03226 
-0.12101 ,0.03226 
-0.14076 ,0.03226 
0.01257 ,0.03226 
-0.04465 ,0.03226 
-0.09550 ,0.03226 
-0.07142 ,0.03226 
-0.11225 ,0.03226 
-0.08530 ,0.03226 
-0.00753 ,0.03226 
-0.09759 ,0.03227 
0.04210 ,0.03227 
0.04731 ,0.03227 
-0.14769 ,0.03227 
-0.11634 ,0.03227 
-0.10139 ,0.03227 
-0.06205 ,0.03228 
-0.16335 ,0.03228 
-0.06904 ,0.03228 
-0.15823 ,0.03228 
-0.02189 ,0.03228 
-0.04723 ,0.03228 
-0.15075 ,0.03228 
-0.12643 ,0.03228 
-0.04595 ,0.03228 
-0.12006 ,0.03228 
-0.12701 ,0.03229 
-0.09260 ,0.03229 
-0.15343 ,0.03229 
0.02130 ,0.03229 
-0.15759 ,0.03229 
-0.12575 ,0.03229 
-0.01393 ,0.03229 
0.02341 ,0.03229 
0.06645 ,0.03229 
0.05131 ,0.03229 
-0.12383 ,0.03229 
0.01132 ,0.03229 
-0.14546 ,0.03229 
-0.09802 ,0.03230 
0.07287 ,0.03230 
-0.13042 ,0.03230 
0.07859 ,0.03230 
-0.12657 ,0.03230 
-0.11548 ,0.03230 
-0.11079 ,0.03230 
-0.13175 ,0.03230 
-0.13735 ,0.03230 
-0.14217 ,0.03230 
-0.12241 ,0.03230 
-0.07254 ,0.03230 
-0.13530 ,0.03231 
-0.04575 ,0.03231 
0.01142 ,0.03231 
0.06056 ,0.03231 
-0.06693 ,0.03231 
-0.11051 ,0.03231 
-0.10578 ,0.03231 
-0.05212 ,0.03231 
0.05757 ,0.03231 
-0.06776 ,0.03231 
0.00804 ,0.03231 
-0.11224 ,0.03231 
-0.13838 ,0.03231 
0.00123 ,0.03231 
-0.06853 ,0.03231 
-0.09198 ,0.03231 
-0.08480 ,0.03232 
-0.15069 ,0.03232 
-0.02017 ,0.03232 
0.05568 ,0.03232 
-0.05111 ,0.03232 
-0.16516 ,0.03232 
-0.04789 ,0.03232 
-0.05670 ,0.03232 
-0.11818 ,0.03232 
-0.00294 ,0.03232 
-0.06438 ,0.03232 
-0.10243 ,0.03232 
-0.06798 ,0.03233 
-0.13645 ,0.03233 
-0.01817 ,0.03233 
0.01917 ,0.03233 
-0.13510 ,0.03233 
-0.08917 ,0.03233 
0.05890 ,0.03233 
-0.02304 ,0.03233 
-0.05550 ,0.03234 
-0.09599 ,0.03234 
0.00116 ,0.03234 
0.04687 ,0.03234 
-0.11790 ,0.03234 
-0.10435 ,0.03234 
-0.08583 ,0.03234 
-0.04132 ,0.03234 
-0.14677 ,0.03234 
0.09996 ,0.03234 
-0.15565 ,0.03234 
-0.14740 ,0.03234 
-0.14578 ,0.03234 
-0.09560 ,0.03235 
-0.12695 ,0.03235 
-0.13510 ,0.03235 
-0.08056 ,0.03235 
-0.10589 ,0.03235 
-0.11676 ,0.03235 
0.00818 ,0.03235 
-0.03970 ,0.03235 
-0.10807 ,0.03236 
-0.04977 ,0.03236 
-0.12058 ,0.03236 
-0.10140 ,0.03236 
-0.06834 ,0.03236 
-0.07045 ,0.03236 
-0.08441 ,0.03236 
-0.14906 ,0.03236 
-0.02135 ,0.03236 
-0.07308 ,0.03236 
-0.05031 ,0.03237 
0.02668 ,0.03237 
-0.10109 ,0.03237 
0.04038 ,0.03237 
-0.11879 ,0.03237 
0.00667 ,0.03237 
-0.11076 ,0.03237 
-0.14346 ,0.03237 
-0.10172 ,0.03238 
-0.05674 ,0.03238 
-0.08885 ,0.03238 
-0.02996 ,0.03238 
-0.12632 ,0.03238 
-0.04217 ,0.03238 
-0.12193 ,0.03238 
-0.09233 ,0.03238 
-0.12627 ,0.03238 
-0.12842 ,0.03238 
-0.08673 ,0.03238 
-0.09684 ,0.03238 
-0.09449 ,0.03238 
-0.13046 ,0.03238 
-0.12757 ,0.03238 
-0.09856 ,0.03238 
-0.06176 ,0.03238 
-0.11972 ,0.03239 
-0.09050 ,0.03239 
0.03019 ,0.03239 
-0.11208 ,0.03239 
-0.11257 ,0.03239 
-0.13235 ,0.03239 
-0.13410 ,0.03239 
-0.10348 ,0.03239 
-0.14222 ,0.03239 
-0.11677 ,0.03239 
-0.10047 ,0.03239 
-0.04678 ,0.03239 
-0.10494 ,0.03240 
-0.11036 ,0.03240 
-0.07839 ,0.03240 
-0.11519 ,0.03240 
-0.13555 ,0.03240 
-0.11908 ,0.03240 
0.04340 ,0.03240 
-0.02634 ,0.03240 
-0.15670 ,0.03240 
-0.10866 ,0.03240 
0.04574 ,0.03240 
-0.05355 ,0.03241 
-0.08809 ,0.03241 
-0.00685 ,0.03241 
-0.01249 ,0.03241 
-0.08299 ,0.03241 
-0.11772 ,0.03241 
-0.14831 ,0.03241 
-0.00585 ,0.03241 
0.03378 ,0.03241 
-0.10606 ,0.03241 
-0.12664 ,0.03241 
0.06404 ,0.03242 
-0.14922 ,0.03242 
-0.05454 ,0.03242 
0.01093 ,0.03242 
-0.10550 ,0.03242 
-0.07425 ,0.03242 
-0.07691 ,0.03242 
-0.14320 ,0.03242 
-0.09235 ,0.03242 
-0.05003 ,0.03242 
-0.10290 ,0.03242 
-0.03488 ,0.03243 
-0.15140 ,0.03243 
-0.12021 ,0.03243 
-0.13199 ,0.03243 
-0.09678 ,0.03243 
-0.12033 ,0.03243 
-0.11757 ,0.03243 
-0.08360 ,0.03243 
-0.11303 ,0.03243 
-0.07441 ,0.03243 
0.04796 ,0.03244 
-0.11468 ,0.03244 
-0.09282 ,0.03244 
-0.15073 ,0.03244 
-0.16215 ,0.03244 
-0.09408 ,0.03244 
-0.10097 ,0.03244 
-0.16430 ,0.03244 
-0.07466 ,0.03244 
-0.11852 ,0.03244 
0.03860 ,0.03244 
-0.02173 ,0.03244 
0.05780 ,0.03244 
-0.12088 ,0.03244 
0.06581 ,0.03244 
-0.09742 ,0.03244 
-0.02825 ,0.03245 
-0.04806 ,0.03245 
-0.07391 ,0.03245 
-0.01620 ,0.03245 
-0.13906 ,0.03245 
-0.10166 ,0.03245 
-0.11649 ,0.03246 
-0.14947 ,0.03246 
-0.09527 ,0.03246 
-0.05972 ,0.03246 
-0.09484 ,0.03246 
-0.10031 ,0.03246 
-0.12283 ,0.03246 
0.05161 ,0.03246 
-0.09872 ,0.03246 
0.00575 ,0.03247 
-0.10898 ,0.03247 
0.05354 ,0.03247 
0.00192 ,0.03247 
-0.08366 ,0.03247 
0.00941 ,0.03247 
-0.09712 ,0.03247 
-0.04646 ,0.03247 
-0.14611 ,0.03247 
0.05787 ,0.03247 
-0.08502 ,0.03247 
-0.07358 ,0.03247 
-0.11457 ,0.03247 
-0.02030 ,0.03247 
-0.15392 ,0.03248 
-0.14295 ,0.03248 
-0.12334 ,0.03248 
-0.13103 ,0.03248 
-0.05367 ,0.03248 
0.04394 ,0.03248 
-0.14841 ,0.03248 
-0.11883 ,0.03248 
-0.14302 ,0.03248 
0.06566 ,0.03248 
0.03333 ,0.03248 
-0.06431 ,0.03248 
-0.11373 ,0.03248 
-0.13569 ,0.03249 
-0.02368 ,0.03249 
-0.15492 ,0.03249 
-0.13302 ,0.03249 
-0.04997 ,0.03249 
-0.02939 ,0.03249 
-0.13358 ,0.03249 
-0.14698 ,0.03249 
-0.05009 ,0.03249 
0.01923 ,0.03249 
-0.09322 ,0.03249 
-0.10481 ,0.03249 
-0.07178 ,0.03249 
0.08574 ,0.03249 
-0.03922 ,0.03249 
-0.03954 ,0.03250 
-0.10764 ,0.03250 
-0.12813 ,0.03250 
0.05720 ,0.03250 
-0.11787 ,0.03250 
-0.14228 ,0.03250 
-0.15134 ,0.03250 
-0.11522 ,0.03250 
-0.00509 ,0.03251 
0.02422 ,0.03251 
-0.13983 ,0.03251 
-0.13149 ,0.03251 
-0.12025 ,0.03251 
-0.11940 ,0.03251 
-0.13434 ,0.03251 
0.03199 ,0.03251 
-0.11886 ,0.03251 
-0.12333 ,0.03251 
-0.01020 ,0.03251 
-0.13158 ,0.03252 
-0.10751 ,0.03252 
-0.09588 ,0.03252 
-0.08906 ,0.03252 
-0.14834 ,0.03252 
-0.14754 ,0.03252 
-0.09183 ,0.03252 
-0.12565 ,0.03252 
0.08008 ,0.03252 
-0.02099 ,0.03252 
-0.14180 ,0.03252 
0.01035 ,0.03252 
0.03683 ,0.03252 
-0.02255 ,0.03252 
-0.00814 ,0.03252 
-0.09921 ,0.03252 
-0.11308 ,0.03252 
-0.08890 ,0.03252 
-0.13462 ,0.03253 
-0.08678 ,0.03253 
-0.13073 ,0.03253 
-0.13709 ,0.03253 
-0.10638 ,0.03253 
-0.05823 ,0.03253 
-0.00403 ,0.03253 
-0.14082 ,0.03253 
-0.09883 ,0.03253 
0.02522 ,0.03253 
0.04909 ,0.03253 
-0.12479 ,0.03253 
-0.13226 ,0.03253 
-0.14847 ,0.03253 
0.03748 ,0.03254 
-0.09912 ,0.03254 
-0.12045 ,0.03254 
-0.15079 ,0.03254 
-0.09744 ,0.03254 
-0.13054 ,0.03254 
-0.08236 ,0.03254 
-0.09426 ,0.03254 
-0.05874 ,0.03254 
-0.12615 ,0.03254 
0.09921 ,0.03254 
-0.05781 ,0.03254 
-0.12310 ,0.03254 
-0.11359 ,0.03254 
-0.02002 ,0.03254 
-0.04678 ,0.03255 
0.03922 ,0.03255 
-0.00821 ,0.03255 
-0.10921 ,0.03255 
-0.09582 ,0.03255 
-0.10988 ,0.03255 
-0.09250 ,0.03255 
-0.09123 ,0.03255 
0.02819 ,0.03255 
-0.11873 ,0.03255 
-0.04190 ,0.03255 
-0.07728 ,0.03256 
0.02564 ,0.03256 
0.05044 ,0.03256 
-0.14092 ,0.03256 
0.00323 ,0.03256 
-0.13460 ,0.03256 
-0.08800 ,0.03256 
-0.15074 ,0.03256 
-0.12846 ,0.03256 
0.01437 ,0.03256 
-0.06595 ,0.03256 
0.02958 ,0.03256 
-0.06790 ,0.03256 
-0.09217 ,0.03256 
-0.05794 ,0.03256 
-0.09228 ,0.03256 
-0.06048 ,0.03256 
-0.08935 ,0.03257 
0.06326 ,0.03257 
-0.01048 ,0.03257 
0.08298 ,0.03257 
-0.07584 ,0.03257 
-0.03118 ,0.03257 
-0.06431 ,0.03257 
-0.14322 ,0.03257 
-0.00590 ,0.03257 
-0.05890 ,0.03257 
-0.04068 ,0.03257 
-0.08180 ,0.03257 
-0.10322 ,0.03257 
-0.01367 ,0.03257 
0.01861 ,0.03257 
0.03408 ,0.03257 
-0.14582 ,0.03258 
-0.17048 ,0.03258 
-0.08307 ,0.03258 
-0.14729 ,0.03258 
-0.11893 ,0.03258 
-0.13447 ,0.03258 
0.03559 ,0.03258 
-0.01149 ,0.03258 
-0.09159 ,0.03258 
-0.12021 ,0.03258 
-0.09061 ,0.03258 
-0.09955 ,0.03258 
-0.07322 ,0.03258 
-0.11806 ,0.03258 
-0.15395 ,0.03259 
-0.07402 ,0.03259 
-0.07584 ,0.03259 
-0.14099 ,0.03259 
-0.04503 ,0.03259 
0.08149 ,0.03259 
-0.11270 ,0.03259 
-0.13047 ,0.03259 
-0.05766 ,0.03259 
-0.12139 ,0.03259 
0.04029 ,0.03259 
